date,source,field_share,field_share_low,field_share_high,field_interpolated,notes,boss_height,field_height,coin_dark_height,coin_light_height,other_height,P_total,F_field,F_field_low,F_field_high,A_accounts,C_accounts,weight_status,main_counterfactual,C_field_signed_excess,C_field_low,C_field_high,feasible,C_field_per_account,season,method,main_drift_assumed
2025-07-03,251016,0.2097560975609756,0.20450885668276972,0.21510673234811165,False,,357.0,129.0,32.0,94.0,3.0,602.928522342138,126.46793395469236,123.30422276562241,129.6939842804927,428441.0,619598.0,valid,86.10961625674621,40.35831769794615,37.194606508876205,43.58436802374651,True,6.513629433591805e-05,2,flat_total,0.1
2025-07-10,251016,0.22564935064935066,0.2202572347266881,0.23114754098360657,False,,363.0,139.0,32.0,79.0,3.0,601.0859960296799,135.63466468851544,132.3935393184343,138.9395499019424,407155.0,563148.0,valid,86.10961625674621,49.525048431769235,46.2839230616881,52.82993364519619,True,8.794321995597824e-05,2,flat_total,0.1
2025-06-19,251016,0.2549019607843137,0.24806201550387597,0.2619047619047619,False,,276.0,130.0,31.0,70.0,3.0,535.5536525438972,136.51367613864045,132.85051846050163,140.264051856735,485195.0,,missing_challenger_count,73.77579603636434,62.73788010227611,59.07472242413729,66.48825582037065,True,,2,linear_total,-0.1
2025-06-26,251016,0.2057877813504823,0.20063694267515925,0.21103896103896103,False,,338.0,128.0,34.0,119.0,3.0,605.8579659950155,124.6781666356302,121.55748999263051,127.85963568076626,503920.0,650456.0,valid,75.66682639319913,49.011340242431075,45.89066359943138,52.19280928756713,True,7.534920154849994e-05,2,linear_total,-0.1
2025-07-03,251016,0.2097560975609756,0.20450885668276972,0.21510673234811165,False,,357.0,129.0,32.0,94.0,3.0,602.928522342138,126.46793395469236,123.30422276562241,129.6939842804927,428441.0,619598.0,valid,77.5578567500339,48.91007720465845,45.74636601558851,52.13612753045881,True,7.893840394039111e-05,2,linear_total,-0.1
2025-07-10,251016,0.22564935064935066,0.2202572347266881,0.23114754098360657,False,,363.0,139.0,32.0,79.0,3.0,601.0859960296799,135.63466468851544,132.3935393184343,138.9395499019424,407155.0,563148.0,valid,79.4488871068687,56.18577758164675,52.94465221156561,59.4906627950737,True,9.977089074567741e-05,2,linear_total,-0.1
2025-06-19,251016,0.2549019607843137,0.24806201550387597,0.2619047619047619,False,,276.0,130.0,31.0,70.0,3.0,535.5536525438972,136.51367613864045,132.85051846050163,140.264051856735,485195.0,,missing_challenger_count,81.97310670707148,54.54056943156897,50.87741175343015,58.290945149663514,True,,2,linear_total,0.0
2025-06-26,251016,0.2057877813504823,0.20063694267515925,0.21103896103896103,False,,338.0,128.0,34.0,119.0,3.0,605.8579659950155,124.6781666356302,121.55748999263051,127.85963568076626,503920.0,650456.0,valid,84.07425154799903,40.60391508763118,37.48323844463148,43.785384132767234,True,6.242376899841216e-05,2,linear_total,0.0
2025-07-03,251016,0.2097560975609756,0.20450885668276972,0.21510673234811165,False,,357.0,129.0,32.0,94.0,3.0,602.928522342138,126.46793395469236,123.30422276562241,129.6939842804927,428441.0,619598.0,valid,86.17539638892656,40.2925375657658,37.128826376695855,43.518587891566156,True,6.503012851198002e-05,2,linear_total,0.0
2025-07-10,251016,0.22564935064935066,0.2202572347266881,0.23114754098360657,False,,363.0,139.0,32.0,79.0,3.0,601.0859960296799,135.63466468851544,132.3935393184343,138.9395499019424,407155.0,563148.0,valid,88.2765412298541,47.35812345866134,44.1169980885802,50.663008672088296,True,8.409534164848554e-05,2,linear_total,0.0
