date,source,field_share,field_share_low,field_share_high,field_interpolated,notes,boss_height,field_height,coin_dark_height,coin_light_height,other_height,P_total,F_field,F_field_low,F_field_high,A_accounts,C_accounts,weight_status,main_counterfactual,C_field_signed_excess,C_field_low,C_field_high,feasible,C_field_per_account,season,method,main_drift_assumed
2026-01-08,260910,0.183206106870229,0.1619047619047619,0.20765027322404372,False,unresolved_dark_coin_0_to_20px_visual_band;other_axis_band,108.5,36.0,10.0,40.5,1.5,563.0434258242125,103.15299404413054,91.15941180011059,116.91612120939932,296529.0,257052.0,valid,78.1966871705526,24.956306873577944,12.962724629557997,38.71943403884673,True,9.708660844334199e-05,3,flat_total,0.0
2025-12-18,260910,0.1864406779661017,0.16272965879265092,0.21406727828746178,True,unresolved_dark_coin_0_to_20px_visual_band;other_axis_band,97.5,33.0,10.0,35.0,1.5,482.36463547214055,89.93238966429739,78.49503254402288,103.25848465764477,320480.0,,missing_challenger_count,86.01635588760786,3.916033776689531,-7.521323343584982,17.242128770036913,True,,3,flat_total,0.1
2025-12-25,260910,0.18387909319899245,0.16273584905660377,0.20810810810810812,False,unresolved_dark_coin_0_to_20px_visual_band;other_axis_band,107.5,36.5,10.0,43.0,1.5,555.8629432867106,102.21157395448331,90.45882803486563,115.67958549480193,341835.0,289845.0,valid,86.01635588760786,16.195218066875455,4.442472147257774,29.66322960719407,True,5.5875444002399405e-05,3,flat_total,0.1
2026-01-01,260910,0.16546762589928057,0.1463963963963964,0.18717948717948718,False,unresolved_dark_coin_0_to_20px_visual_band;other_axis_band,114.5,34.5,10.0,48.0,1.5,593.4354396926993,98.19435333044665,86.87680986492221,111.07894127581295,312624.0,283614.0,valid,86.01635588760786,12.177997442838787,0.86045397731435,25.062585388205093,True,4.2938632940682716e-05,3,flat_total,0.1
2026-01-08,260910,0.183206106870229,0.1619047619047619,0.20765027322404372,False,unresolved_dark_coin_0_to_20px_visual_band;other_axis_band,108.5,36.0,10.0,40.5,1.5,563.0434258242125,103.15299404413054,91.15941180011059,116.91612120939932,296529.0,257052.0,valid,86.01635588760786,17.13663815652268,5.1430559125027315,30.899765321791463,True,6.666603705290244e-05,3,flat_total,0.1
2025-12-18,260910,0.1864406779661017,0.16272965879265092,0.21406727828746178,True,unresolved_dark_coin_0_to_20px_visual_band;other_axis_band,97.5,33.0,10.0,35.0,1.5,482.36463547214055,89.93238966429739,78.49503254402288,103.25848465764477,320480.0,,missing_challenger_count,68.59926883759249,21.3331208267049,9.895763706430387,34.65921582005228,True,,3,linear_total,-0.1
2025-12-25,260910,0.18387909319899245,0.16273584905660377,0.20810810810810812,False,unresolved_dark_coin_0_to_20px_visual_band;other_axis_band,107.5,36.5,10.0,43.0,1.5,555.8629432867106,102.21157395448331,90.45882803486563,115.67958549480193,341835.0,289845.0,valid,67.46611964348482,34.7454543109985,22.992708391380816,48.21346585131711,True,0.00011987598306335626,3,linear_total,-0.1
2026-01-01,260910,0.16546762589928057,0.1463963963963964,0.18717948717948718,False,unresolved_dark_coin_0_to_20px_visual_band;other_axis_band,114.5,34.5,10.0,48.0,1.5,593.4354396926993,98.19435333044665,86.87680986492221,111.07894127581295,312624.0,283614.0,valid,66.33297044937716,31.86138288106949,20.54383941554505,44.745970826435794,True,0.00011234065624782094,3,linear_total,-0.1
2026-01-08,260910,0.183206106870229,0.1619047619047619,0.20765027322404372,False,unresolved_dark_coin_0_to_20px_visual_band;other_axis_band,108.5,36.0,10.0,40.5,1.5,563.0434258242125,103.15299404413054,91.15941180011059,116.91612120939932,296529.0,257052.0,valid,65.19982125526948,37.95317278886105,25.959590544841106,51.71629995412984,True,0.00014764784086045257,3,linear_total,-0.1
2025-12-18,260910,0.1864406779661017,0.16272965879265092,0.21406727828746178,True,unresolved_dark_coin_0_to_20px_visual_band;other_axis_band,97.5,33.0,10.0,35.0,1.5,482.36463547214055,89.93238966429739,78.49503254402288,103.25848465764477,320480.0,,missing_challenger_count,76.2214098195472,13.710979844750184,2.273622724475672,27.037074838097567,True,,3,linear_total,0.0
