date,251016,260910,new_over_old_minus_one
2025-08-28,123.7731476197821,116.5255082032784,-0.058555830209373494
2025-09-04,129.9697648179183,124.11943188368366,-0.04501303008765689
2025-09-11,131.55883211993495,124.93259432006155,-0.05036710719530113
2025-09-18,135.35075225912558,127.21332073009314,-0.060121066142680424
2025-09-25,126.6895534932267,119.37288279305484,-0.057752754654416205
