date,2510,2609,difference_pp
2025-08-28,22.086956521739133,21.891891891891895,-0.19506462984723782
2025-09-04,23.519163763066203,23.513513513513516,-0.005650249552687114
2025-09-11,24.324324324324326,24.233983286908078,-0.09034103741624833
2025-09-18,24.821428571428573,24.444444444444443,-0.3769841269841301
2025-09-25,24.62406015037594,24.418604651162788,-0.20545549921315143
2025-10-02,23.452157598499063,23.03206997084548,-0.420087627653583
