date,tier,label,x_pixel,height_pixels,stack_top_y,stack_bottom_y
2026-01-08,7,하드 벨로나 이상,606,0.0,555,665
2026-01-15,1,하드 스우 미만,612,15.0,550,665
2026-01-15,2,하드 스우 ~ 하드 진 힐라,612,43.0,550,665
2026-01-15,3,노멀 세렌 ~ 하드 세렌,612,23.0,550,665
2026-01-15,4,이지 카링 ~ 익스트림 스우,612,20.0,550,665
2026-01-15,5,노멀 흉성 ~ 노멀 림보,612,5.0,550,665
2026-01-15,6,익스트림 세렌 ~ 하드 림보,612,10.0,550,665
2026-01-15,7,하드 벨로나 이상,612,0.0,550,665
2026-01-22,1,하드 스우 미만,619,15.0,547,665
2026-01-22,2,하드 스우 ~ 하드 진 힐라,619,42.0,547,665
2026-01-22,3,노멀 세렌 ~ 하드 세렌,619,24.0,547,665
2026-01-22,4,이지 카링 ~ 익스트림 스우,619,20.0,547,665
2026-01-22,5,노멀 흉성 ~ 노멀 림보,619,6.0,547,665
2026-01-22,6,익스트림 세렌 ~ 하드 림보,619,12.0,547,665
2026-01-22,7,하드 벨로나 이상,619,0.0,547,665
2026-01-29,1,하드 스우 미만,625,14.0,546,665
2026-01-29,2,하드 스우 ~ 하드 진 힐라,625,42.0,546,665
2026-01-29,3,노멀 세렌 ~ 하드 세렌,625,24.0,546,665
2026-01-29,4,이지 카링 ~ 익스트림 스우,625,21.0,546,665
2026-01-29,5,노멀 흉성 ~ 노멀 림보,625,6.0,546,665
2026-01-29,6,익스트림 세렌 ~ 하드 림보,625,13.0,546,665
2026-01-29,7,하드 벨로나 이상,625,0.0,546,665
2026-02-05,1,하드 스우 미만,632,13.0,545,665
2026-02-05,2,하드 스우 ~ 하드 진 힐라,632,42.0,545,665
2026-02-05,3,노멀 세렌 ~ 하드 세렌,632,25.0,545,665
2026-02-05,4,이지 카링 ~ 익스트림 스우,632,22.0,545,665
2026-02-05,5,노멀 흉성 ~ 노멀 림보,632,6.0,545,665
2026-02-05,6,익스트림 세렌 ~ 하드 림보,632,13.0,545,665
2026-02-05,7,하드 벨로나 이상,632,0.0,545,665
2026-02-12,1,하드 스우 미만,638,13.0,542,665
2026-02-12,2,하드 스우 ~ 하드 진 힐라,638,42.0,542,665
2026-02-12,3,노멀 세렌 ~ 하드 세렌,638,25.0,542,665
2026-02-12,4,이지 카링 ~ 익스트림 스우,638,22.0,542,665
2026-02-12,5,노멀 흉성 ~ 노멀 림보,638,7.0,542,665
2026-02-12,6,익스트림 세렌 ~ 하드 림보,638,15.0,542,665
2026-02-12,7,하드 벨로나 이상,638,0.0,542,665
2026-02-19,1,하드 스우 미만,645,13.0,540,665
2026-02-19,2,하드 스우 ~ 하드 진 힐라,645,41.0,540,665
2026-02-19,3,노멀 세렌 ~ 하드 세렌,645,26.0,540,665
2026-02-19,4,이지 카링 ~ 익스트림 스우,645,23.0,540,665
2026-02-19,5,노멀 흉성 ~ 노멀 림보,645,7.0,540,665
2026-02-19,6,익스트림 세렌 ~ 하드 림보,645,16.0,540,665
2026-02-19,7,하드 벨로나 이상,645,0.0,540,665
2026-02-26,1,하드 스우 미만,651,12.0,539,665
2026-02-26,2,하드 스우 ~ 하드 진 힐라,651,42.0,539,665
2026-02-26,3,노멀 세렌 ~ 하드 세렌,651,26.0,539,665
2026-02-26,4,이지 카링 ~ 익스트림 스우,651,23.0,539,665
2026-02-26,5,노멀 흉성 ~ 노멀 림보,651,8.0,539,665
2026-02-26,6,익스트림 세렌 ~ 하드 림보,651,16.0,539,665
2026-02-26,7,하드 벨로나 이상,651,0.0,539,665
2026-03-05,1,하드 스우 미만,657,12.0,539,665
2026-03-05,2,하드 스우 ~ 하드 진 힐라,657,40.0,539,665
2026-03-05,3,노멀 세렌 ~ 하드 세렌,657,27.0,539,665
2026-03-05,4,이지 카링 ~ 익스트림 스우,657,24.0,539,665
2026-03-05,5,노멀 흉성 ~ 노멀 림보,657,8.0,539,665
2026-03-05,6,익스트림 세렌 ~ 하드 림보,657,16.0,539,665
2026-03-05,7,하드 벨로나 이상,657,0.0,539,665
2026-03-12,1,하드 스우 미만,664,12.0,536,665
2026-03-12,2,하드 스우 ~ 하드 진 힐라,664,42.0,536,665
2026-03-12,3,노멀 세렌 ~ 하드 세렌,664,27.0,536,665
2026-03-12,4,이지 카링 ~ 익스트림 스우,664,25.0,536,665
2026-03-12,5,노멀 흉성 ~ 노멀 림보,664,8.0,536,665
2026-03-12,6,익스트림 세렌 ~ 하드 림보,664,16.0,536,665
2026-03-12,7,하드 벨로나 이상,664,0.0,536,665
2026-03-19,1,하드 스우 미만,670,13.0,523,665
2026-03-19,2,하드 스우 ~ 하드 진 힐라,670,44.0,523,665
2026-03-19,3,노멀 세렌 ~ 하드 세렌,670,31.0,523,665
2026-03-19,4,이지 카링 ~ 익스트림 스우,670,27.0,523,665
2026-03-19,5,노멀 흉성 ~ 노멀 림보,670,9.0,523,665
2026-03-19,6,익스트림 세렌 ~ 하드 림보,670,19.0,523,665
2026-03-19,7,하드 벨로나 이상,670,0.0,523,665
2026-03-26,1,하드 스우 미만,677,14.0,523,665
2026-03-26,2,하드 스우 ~ 하드 진 힐라,677,43.0,523,665
2026-03-26,3,노멀 세렌 ~ 하드 세렌,677,31.0,523,665
2026-03-26,4,이지 카링 ~ 익스트림 스우,677,27.0,523,665
2026-03-26,5,노멀 흉성 ~ 노멀 림보,677,9.0,523,665
2026-03-26,6,익스트림 세렌 ~ 하드 림보,677,19.0,523,665
2026-03-26,7,하드 벨로나 이상,677,0.0,523,665
2026-04-02,1,하드 스우 미만,683,13.0,522,665
2026-04-02,2,하드 스우 ~ 하드 진 힐라,683,43.0,522,665
2026-04-02,3,노멀 세렌 ~ 하드 세렌,683,32.0,522,665
2026-04-02,4,이지 카링 ~ 익스트림 스우,683,27.0,522,665
2026-04-02,5,노멀 흉성 ~ 노멀 림보,683,9.0,522,665
2026-04-02,6,익스트림 세렌 ~ 하드 림보,683,20.0,522,665
2026-04-02,7,하드 벨로나 이상,683,0.0,522,665
2026-04-09,1,하드 스우 미만,690,13.0,519,665
2026-04-09,2,하드 스우 ~ 하드 진 힐라,690,43.0,519,665
2026-04-09,3,노멀 세렌 ~ 하드 세렌,690,33.0,519,665
2026-04-09,4,이지 카링 ~ 익스트림 스우,690,28.0,519,665
2026-04-09,5,노멀 흉성 ~ 노멀 림보,690,9.0,519,665
2026-04-09,6,익스트림 세렌 ~ 하드 림보,690,21.0,519,665
2026-04-09,7,하드 벨로나 이상,690,0.0,519,665
2026-04-16,1,하드 스우 미만,696,12.0,518,665
2026-04-16,2,하드 스우 ~ 하드 진 힐라,696,43.0,518,665
2026-04-16,3,노멀 세렌 ~ 하드 세렌,696,33.0,518,665
2026-04-16,4,이지 카링 ~ 익스트림 스우,696,29.0,518,665
2026-04-16,5,노멀 흉성 ~ 노멀 림보,696,10.0,518,665
2026-04-16,6,익스트림 세렌 ~ 하드 림보,696,21.0,518,665
2026-04-16,7,하드 벨로나 이상,696,0.0,518,665
2026-04-23,1,하드 스우 미만,703,12.0,517,665
2026-04-23,2,하드 스우 ~ 하드 진 힐라,703,41.0,517,665
2026-04-23,3,노멀 세렌 ~ 하드 세렌,703,32.0,517,665
2026-04-23,4,이지 카링 ~ 익스트림 스우,703,30.0,517,665
2026-04-23,5,노멀 흉성 ~ 노멀 림보,703,10.0,517,665
2026-04-23,6,익스트림 세렌 ~ 하드 림보,703,23.0,517,665
2026-04-23,7,하드 벨로나 이상,703,1.0,517,665
2026-04-30,1,하드 스우 미만,709,12.0,514,665
2026-04-30,2,하드 스우 ~ 하드 진 힐라,709,40.0,514,665
2026-04-30,3,노멀 세렌 ~ 하드 세렌,709,33.0,514,665
2026-04-30,4,이지 카링 ~ 익스트림 스우,709,31.0,514,665
2026-04-30,5,노멀 흉성 ~ 노멀 림보,709,10.0,514,665
2026-04-30,6,익스트림 세렌 ~ 하드 림보,709,24.0,514,665
2026-04-30,7,하드 벨로나 이상,709,2.0,514,665
2026-05-07,1,하드 스우 미만,716,12.0,511,665
2026-05-07,2,하드 스우 ~ 하드 진 힐라,716,40.0,511,665
2026-05-07,3,노멀 세렌 ~ 하드 세렌,716,33.0,511,665
2026-05-07,4,이지 카링 ~ 익스트림 스우,716,31.0,511,665
2026-05-07,5,노멀 흉성 ~ 노멀 림보,716,11.0,511,665
2026-05-07,6,익스트림 세렌 ~ 하드 림보,716,26.0,511,665
2026-05-07,7,하드 벨로나 이상,716,2.0,511,665
2026-05-14,1,하드 스우 미만,722,12.0,510,665
2026-05-14,2,하드 스우 ~ 하드 진 힐라,722,40.0,510,665
2026-05-14,3,노멀 세렌 ~ 하드 세렌,722,33.0,510,665
2026-05-14,4,이지 카링 ~ 익스트림 스우,722,32.0,510,665
2026-05-14,5,노멀 흉성 ~ 노멀 림보,722,11.0,510,665
2026-05-14,6,익스트림 세렌 ~ 하드 림보,722,26.0,510,665
2026-05-14,7,하드 벨로나 이상,722,2.0,510,665
2026-05-21,1,하드 스우 미만,729,12.0,507,665
2026-05-21,2,하드 스우 ~ 하드 진 힐라,729,40.0,507,665
2026-05-21,3,노멀 세렌 ~ 하드 세렌,729,33.0,507,665
2026-05-21,4,이지 카링 ~ 익스트림 스우,729,33.0,507,665
2026-05-21,5,노멀 흉성 ~ 노멀 림보,729,11.0,507,665
2026-05-21,6,익스트림 세렌 ~ 하드 림보,729,27.0,507,665
2026-05-21,7,하드 벨로나 이상,729,3.0,507,665
2026-05-28,1,하드 스우 미만,735,12.0,503,665
2026-05-28,2,하드 스우 ~ 하드 진 힐라,735,41.0,503,665
2026-05-28,3,노멀 세렌 ~ 하드 세렌,735,34.0,503,665
2026-05-28,4,이지 카링 ~ 익스트림 스우,735,34.0,503,665
2026-05-28,5,노멀 흉성 ~ 노멀 림보,735,12.0,503,665
2026-05-28,6,익스트림 세렌 ~ 하드 림보,735,28.0,503,665
2026-05-28,7,하드 벨로나 이상,735,2.0,503,665
2026-06-04,1,하드 스우 미만,741,11.0,500,665
2026-06-04,2,하드 스우 ~ 하드 진 힐라,741,42.0,500,665
2026-06-04,3,노멀 세렌 ~ 하드 세렌,741,33.0,500,665
2026-06-04,4,이지 카링 ~ 익스트림 스우,741,35.0,500,665
2026-06-04,5,노멀 흉성 ~ 노멀 림보,741,12.0,500,665
2026-06-04,6,익스트림 세렌 ~ 하드 림보,741,30.0,500,665
2026-06-04,7,하드 벨로나 이상,741,3.0,500,665
2026-06-11,1,하드 스우 미만,748,12.0,494,665
2026-06-11,2,하드 스우 ~ 하드 진 힐라,748,43.0,494,665
2026-06-11,3,노멀 세렌 ~ 하드 세렌,748,35.0,494,665
2026-06-11,4,이지 카링 ~ 익스트림 스우,748,36.0,494,665
2026-06-11,5,노멀 흉성 ~ 노멀 림보,748,12.0,494,665
2026-06-11,6,익스트림 세렌 ~ 하드 림보,748,31.0,494,665
2026-06-11,7,하드 벨로나 이상,748,3.0,494,665
2026-06-18,1,하드 스우 미만,754,24.0,459,665
2026-06-18,2,하드 스우 ~ 하드 진 힐라,754,59.0,459,665
2026-06-18,3,노멀 세렌 ~ 하드 세렌,754,37.0,459,665
2026-06-18,4,이지 카링 ~ 익스트림 스우,754,39.0,459,665
2026-06-18,5,노멀 흉성 ~ 노멀 림보,754,13.0,459,665
2026-06-18,6,익스트림 세렌 ~ 하드 림보,754,31.0,459,665
2026-06-18,7,하드 벨로나 이상,754,4.0,459,665
2026-06-25,1,하드 스우 미만,761,20.0,435,665
2026-06-25,2,하드 스우 ~ 하드 진 힐라,761,77.0,435,665
2026-06-25,3,노멀 세렌 ~ 하드 세렌,761,47.0,435,665
2026-06-25,4,이지 카링 ~ 익스트림 스우,761,39.0,435,665
2026-06-25,5,노멀 흉성 ~ 노멀 림보,761,13.0,435,665
2026-06-25,6,익스트림 세렌 ~ 하드 림보,761,32.0,435,665
2026-06-25,7,하드 벨로나 이상,761,3.0,435,665
2026-07-02,1,하드 스우 미만,767,18.0,420,665
2026-07-02,2,하드 스우 ~ 하드 진 힐라,767,82.0,420,665
2026-07-02,3,노멀 세렌 ~ 하드 세렌,767,56.0,420,665
2026-07-02,4,이지 카링 ~ 익스트림 스우,767,40.0,420,665
2026-07-02,5,노멀 흉성 ~ 노멀 림보,767,14.0,420,665
2026-07-02,6,익스트림 세렌 ~ 하드 림보,767,33.0,420,665
2026-07-02,7,하드 벨로나 이상,767,3.0,420,665
2026-07-09,1,하드 스우 미만,774,16.0,410,665
2026-07-09,2,하드 스우 ~ 하드 진 힐라,774,85.0,410,665
2026-07-09,3,노멀 세렌 ~ 하드 세렌,774,62.0,410,665
2026-07-09,4,이지 카링 ~ 익스트림 스우,774,43.0,410,665
2026-07-09,5,노멀 흉성 ~ 노멀 림보,774,14.0,410,665
2026-07-09,6,익스트림 세렌 ~ 하드 림보,774,33.0,410,665
2026-07-09,7,하드 벨로나 이상,774,3.0,410,665
2026-07-16,1,하드 스우 미만,780,15.0,400,665
2026-07-16,2,하드 스우 ~ 하드 진 힐라,780,87.0,400,665
2026-07-16,3,노멀 세렌 ~ 하드 세렌,780,67.0,400,665
2026-07-16,4,이지 카링 ~ 익스트림 스우,780,45.0,400,665
2026-07-16,5,노멀 흉성 ~ 노멀 림보,780,15.0,400,665
2026-07-16,6,익스트림 세렌 ~ 하드 림보,780,34.0,400,665
2026-07-16,7,하드 벨로나 이상,780,3.0,400,665
2026-07-23,1,하드 스우 미만,787,14.0,389,665
2026-07-23,2,하드 스우 ~ 하드 진 힐라,787,87.0,389,665
2026-07-23,3,노멀 세렌 ~ 하드 세렌,787,72.0,389,665
2026-07-23,4,이지 카링 ~ 익스트림 스우,787,49.0,389,665
2026-07-23,5,노멀 흉성 ~ 노멀 림보,787,15.0,389,665
2026-07-23,6,익스트림 세렌 ~ 하드 림보,787,36.0,389,665
2026-07-23,7,하드 벨로나 이상,787,4.0,389,665
2026-07-30,1,하드 스우 미만,793,13.0,380,665
2026-07-30,2,하드 스우 ~ 하드 진 힐라,793,87.0,380,665
2026-07-30,3,노멀 세렌 ~ 하드 세렌,793,78.0,380,665
2026-07-30,4,이지 카링 ~ 익스트림 스우,793,51.0,380,665
2026-07-30,5,노멀 흉성 ~ 노멀 림보,793,16.0,380,665
2026-07-30,6,익스트림 세렌 ~ 하드 림보,793,37.0,380,665
2026-07-30,7,하드 벨로나 이상,793,4.0,380,665
2026-08-06,1,하드 스우 미만,800,12.0,371,665
2026-08-06,2,하드 스우 ~ 하드 진 힐라,800,87.0,371,665
2026-08-06,3,노멀 세렌 ~ 하드 세렌,800,80.0,371,665
2026-08-06,4,이지 카링 ~ 익스트림 스우,800,56.0,371,665
2026-08-06,5,노멀 흉성 ~ 노멀 림보,800,17.0,371,665
2026-08-06,6,익스트림 세렌 ~ 하드 림보,800,39.0,371,665
2026-08-06,7,하드 벨로나 이상,800,4.0,371,665
2026-08-13,1,하드 스우 미만,806,12.0,362,665
2026-08-13,2,하드 스우 ~ 하드 진 힐라,806,86.0,362,665
2026-08-13,3,노멀 세렌 ~ 하드 세렌,806,82.0,362,665
2026-08-13,4,이지 카링 ~ 익스트림 스우,806,61.0,362,665
2026-08-13,5,노멀 흉성 ~ 노멀 림보,806,18.0,362,665
2026-08-13,6,익스트림 세렌 ~ 하드 림보,806,40.0,362,665
2026-08-13,7,하드 벨로나 이상,806,5.0,362,665
2026-08-20,1,하드 스우 미만,813,11.0,345,665
2026-08-20,2,하드 스우 ~ 하드 진 힐라,813,81.0,345,665
2026-08-20,3,노멀 세렌 ~ 하드 세렌,813,80.0,345,665
2026-08-20,4,이지 카링 ~ 익스트림 스우,813,77.0,345,665
2026-08-20,5,노멀 흉성 ~ 노멀 림보,813,20.0,345,665
2026-08-20,6,익스트림 세렌 ~ 하드 림보,813,43.0,345,665
2026-08-20,7,하드 벨로나 이상,813,9.0,345,665
