date,A_main_accounts,P_total_newage100,B_boss_direct_newage100,B_boss_backcast_newage100,B_boss_newage100,boss_source,C_challenger_accounts,challenger_season
2023-12-28,380223,27.4141924451533,,18.57750913160421,18.57750913160421,conditional_backcast,0,none
2024-01-04,389328,27.4141924451533,,18.577626976559895,18.577626976559895,conditional_backcast,0,none
2024-01-11,378786,27.757224046611714,,18.93201959040462,18.93201959040462,conditional_backcast,0,none
2024-01-18,387995,28.960778704328156,,19.609676812626905,19.609676812626905,conditional_backcast,0,none
2024-01-25,374532,28.631193180427836,,19.265724003161633,19.265724003161633,conditional_backcast,0,none
2024-02-01,339759,28.55850946968131,,19.143656627057165,19.143656627057165,conditional_backcast,0,none
2024-02-08,320364,27.611110676497177,,18.921681603753317,18.921681603753317,conditional_backcast,0,none
2024-02-15,309005,27.1281131890213,,19.265593930420838,19.265593930420838,conditional_backcast,0,none
2024-02-22,298629,27.4141924451533,,19.265593930420838,19.265593930420838,conditional_backcast,0,none
2024-02-29,308730,28.55850946968131,,19.265593930420838,19.265593930420838,conditional_backcast,0,none
2024-03-07,308731,27.986350957417304,,19.265593930420838,19.265593930420838,conditional_backcast,0,none
2024-03-14,301647,27.4141924451533,,19.265593930420838,19.265593930420838,conditional_backcast,0,none
2024-03-21,305821,26.269875420625286,,18.233596804936692,18.233596804936692,conditional_backcast,0,none
2024-03-28,305395,26.269875420625286,,17.889554405528376,17.889554405528376,conditional_backcast,0,none
2024-04-04,269720,28.55850946968131,,17.889554405528376,17.889554405528376,conditional_backcast,0,none
2024-04-11,245117,28.21702896620493,,17.889554405528376,17.889554405528376,conditional_backcast,0,none
2024-04-18,241728,27.4141924451533,,18.21074009738558,18.21074009738558,conditional_backcast,0,none
2024-04-25,271499,28.55850946968131,,19.0251959734015,19.0251959734015,conditional_backcast,0,none
2024-05-02,270601,28.55850946968131,,19.265724003161633,19.265724003161633,conditional_backcast,0,none
2024-05-09,266782,27.829555468295307,,18.77637790204011,18.77637790204011,conditional_backcast,0,none
2024-05-16,257660,27.4141924451533,,18.921681603753317,18.921681603753317,conditional_backcast,0,none
2024-05-23,252708,27.959810794828645,,19.265724003161633,19.265724003161633,conditional_backcast,0,none
2024-05-30,260681,29.70282649420932,,19.265724003161633,19.265724003161633,conditional_backcast,0,none
2024-06-06,265457,29.70282649420932,,19.867745682736892,19.867745682736892,conditional_backcast,0,none
2024-06-13,301131,29.70282649420932,,19.953808801978266,19.953808801978266,conditional_backcast,0,none
2024-06-20,320123,30.626818350737558,,21.295853468836192,21.295853468836192,conditional_backcast,0,none
2024-06-27,366107,32.33421139694754,,22.705887851763187,22.705887851763187,conditional_backcast,0,none
2024-07-04,341490,32.86718628651022,,22.705887851763187,22.705887851763187,conditional_backcast,0,none
2024-07-11,327111,31.991460543265344,,23.0500603239123,23.0500603239123,conditional_backcast,0,none
2024-07-18,315830,32.320166776012215,,23.394102723320614,23.394102723320614,conditional_backcast,0,none
2024-07-25,331690,33.135777567793355,,23.738145122728934,23.738145122728934,conditional_backcast,0,none
2024-08-01,319983,34.517132999212905,,23.738145122728934,23.738145122728934,conditional_backcast,0,none
2024-08-08,318056,34.23193051630928,,23.738145122728934,23.738145122728934,conditional_backcast,0,none
2024-08-15,324526,34.28009459232137,,24.082057449396444,24.082057449396444,conditional_backcast,0,none
2024-08-22,317258,34.28009459232137,,24.082057449396444,24.082057449396444,conditional_backcast,0,none
2024-08-29,306714,35.424411616849376,,24.082057449396444,24.082057449396444,conditional_backcast,0,none
2024-09-05,303541,35.424411616849376,,24.42609984880476,24.42609984880476,conditional_backcast,0,none
2024-09-12,306155,36.56872864137738,,25.80226944643802,25.80226944643802,conditional_backcast,0,none
2024-09-19,309978,37.56809936517459,,26.834354898318328,26.834354898318328,conditional_backcast,0,none
2024-09-26,313672,38.85736269043341,,27.178439044071283,27.178439044071283,conditional_backcast,0,none
2024-10-03,317449,40.001679714961426,,27.52248144347959,27.52248144347959,conditional_backcast,0,none
2024-10-10,308321,38.253563107866974,,27.348586549111136,27.348586549111136,conditional_backcast,0,none
2024-10-17,307061,35.67331115409537,,25.802269446438025,25.802269446438025,conditional_backcast,0,none
2024-10-24,294497,34.28009459232137,,25.399377740678897,25.399377740678897,conditional_backcast,0,none
2024-10-31,280766,34.28009459232137,,24.082057449396444,24.082057449396444,conditional_backcast,0,none
2024-11-07,268656,33.37662885059389,,24.133900146559515,24.133900146559515,conditional_backcast,0,none
2024-11-14,259181,33.135777567793355,,24.770142248213077,24.770142248213077,conditional_backcast,0,none
2024-11-21,266794,31.991460543265344,,24.770142248213077,24.770142248213077,conditional_backcast,0,none
2024-11-28,282394,34.00709432710583,,26.497934575808834,26.497934575808834,conditional_backcast,0,none
2024-12-05,270955,35.424411616849376,,30.425550933197073,30.425550933197073,conditional_backcast,0,none
2024-12-12,353878,38.421784910119705,,30.921168546683433,30.921168546683433,conditional_backcast,0,none
2024-12-19,377665,43.328202164736226,,33.026769615790236,33.026769615790236,conditional_backcast,173213,season1
2024-12-26,385974,48.87013665505351,,35.77910881105675,35.77910881105675,conditional_backcast,340543,season1
2025-01-02,361956,49.58071949270478,,37.155148335949214,37.155148335949214,conditional_backcast,351168,season1
2025-01-09,342976,48.81414985933139,,37.38560202814991,37.38560202814991,conditional_backcast,330152,season1
2025-01-16,338246,49.15621591118551,,37.58949932394144,37.58949932394144,conditional_backcast,307111,season1
2025-01-23,326928,49.15621591118551,,37.84335950627582,37.84335950627582,conditional_backcast,277133,season1
2025-01-30,320285,51.51191089360508,,37.843233134765846,37.843233134765846,conditional_backcast,257133,season1
2025-02-06,315231,50.17889874876372,,38.24869304878686,38.24869304878686,conditional_backcast,237813,season1
2025-02-13,313952,50.24915707859481,,38.35349221143192,38.35349221143192,conditional_backcast,216696,season1
2025-02-20,324696,52.58916698476955,,39.268087256175185,39.268087256175185,conditional_backcast,200373,season1
2025-02-27,319263,52.61310239038912,,37.915552925686015,37.915552925686015,conditional_backcast,222293,season1
2025-03-06,309935,49.372948317097034,,37.49919073535752,37.49919073535752,conditional_backcast,202226,season1
2025-03-13,293566,48.89509848798819,,37.69542726386088,37.69542726386088,conditional_backcast,179680,season1
2025-03-20,289339,49.40054970324577,,38.53600363635798,38.53600363635798,conditional_backcast,163262,season1
2025-03-27,286159,50.30053293571352,,38.65902002914497,38.65902002914497,conditional_backcast,140011,season1
2025-04-03,279071,50.30053293571352,,38.531187860841676,38.531187860841676,conditional_backcast,126230,season1
2025-04-10,274058,50.923913686741514,,37.18023968992878,37.18023968992878,conditional_backcast,110998,season1
2025-04-17,295193,55.73125975758167,,33.370812015198545,33.370812015198545,conditional_backcast,100353,season1
2025-04-24,303741,53.582526857853146,30.187339074846843,33.370812015198545,30.187339074846843,direct,75810,season1
2025-05-01,293825,56.223919026902244,33.20607298233153,33.370812015198545,33.20607298233153,direct,65100,season1
2025-05-08,289371,51.38617448719827,30.187339074846843,33.370812015198545,30.187339074846843,direct,55532,season1
2025-05-15,273292,50.563792950368466,29.43265559797567,33.370812015198545,29.43265559797567,direct,45589,season1
2025-05-22,277449,50.34272380988112,29.588928195923916,33.370812015198545,29.588928195923916,direct,0,none
2025-05-29,293845,55.09189381159549,32.828731243895945,33.370812015198545,32.828731243895945,direct,0,none
2025-06-05,316173,58.48796945751576,33.9607564592027,33.370812015198545,33.9607564592027,direct,0,none
2025-06-12,425334,57.355944242209006,34.33809819763829,33.370812015198545,34.33809819763829,direct,0,none
2025-06-19,485195,82.45313224122849,42.09966418987816,33.370812015198545,42.09966418987816,direct,0,none
2025-06-26,503920,93.27708377870768,50.63746733548651,33.370812015198545,50.63746733548651,direct,650456,season2
2025-07-03,428441,92.82606765515405,53.582526857853146,33.370812015198545,53.582526857853146,direct,619598,season2
2025-07-10,407155,92.54240519904783,54.71455207315991,33.370812015198545,54.71455207315991,direct,563148,season2
2025-07-17,385353,98.82910854455847,59.3454822301555,33.370812015198545,59.3454822301555,direct,531711,season2
2025-07-24,395405,101.50492763917251,59.997336411258104,33.370812015198545,59.997336411258104,direct,503401,season2
2025-07-31,379237,104.90100328509278,64.14809553404955,33.370812015198545,64.14809553404955,direct,471778,season2
2025-08-07,370004,98.48619373168783,60.752019888129276,33.370812015198545,60.752019888129276,direct,439788,season2
2025-08-14,368453,98.86353547012341,60.752019888129276,33.370812015198545,60.752019888129276,direct,410441,season2
2025-08-21,363337,98.87444324930223,62.83285333911441,33.370812015198545,62.83285333911441,direct,388357,season2
2025-08-28,356257,106.5332573272217,66.91237479148522,33.370812015198545,66.91237479148522,direct,356370,season2
2025-09-04,350337,103.01429459291485,66.03480422622746,33.370812015198545,66.03480422622746,direct,332895,season2
2025-09-11,344546,100.37290242386575,63.393412057178374,33.370812015198545,63.393412057178374,direct,309117,season2
2025-09-18,354888,101.04385935365073,63.016070318742784,33.370812015198545,63.016070318742784,direct,288952,season2
2025-09-25,337959,96.70585383261347,60.374678149693686,33.370812015198545,60.374678149693686,direct,240758,season2
