date,A_main_accounts,P_total_newage100,B_boss_direct_newage100,B_boss_backcast_newage100,B_boss_newage100,boss_source,C_challenger_accounts,challenger_season
2025-10-02,317938,95.27316816321485,61.0725436943685,33.370812015198545,61.0725436943685,direct,216580,season2
2025-10-09,310420,91.36452536677527,58.14106159703881,33.370812015198545,58.14106159703881,direct,198964,season2
2025-10-16,302160,87.84493654146505,56.57579416994838,33.370812015198545,56.57579416994838,direct,185308,season2
2025-10-23,297683,78.17285592879168,48.858034955494794,33.370812015198545,48.858034955494794,direct,169443,season2
2025-10-30,305432,77.8778351727327,49.346615305049745,33.370812015198545,49.346615305049745,direct,150125,season2
2025-11-06,299525,72.3098917341323,45.9265528581651,33.370812015198545,45.9265528581651,direct,134699,season2
2025-11-13,296153,71.25734543309943,44.94939215905521,33.370812015198545,44.94939215905521,direct,118308,season2
2025-11-20,326468,67.42408823858283,42.506490411280474,33.370812015198545,42.506490411280474,direct,80015,season2
2025-11-27,309116,67.91266858813776,41.52932971217058,33.370812015198545,41.52932971217058,direct,0,none
2025-12-04,299044,66.85490992324739,42.91447279505494,33.370812015198545,42.91447279505494,direct,0,none
2025-12-11,283675,67.42408823858283,42.506490411280474,33.370812015198545,42.506490411280474,direct,0,none
2025-12-18,320480,74.26421313235208,44.94939215905521,33.370812015198545,44.94939215905521,direct,0,none
2025-12-25,341835,85.5799266946609,49.385798066322245,33.370812015198545,49.385798066322245,direct,289845,season3
2026-01-01,312624,91.36452536677527,53.17150765526117,33.370812015198545,53.17150765526117,direct,283614,season3
2026-01-08,296529,86.6854055249546,50.53045965788846,33.370812015198545,50.53045965788846,direct,257052,season3
2026-01-15,284602,73.44601592156766,53.4142215898148,33.370812015198545,53.4142215898148,direct,234425,season3
2026-01-22,274108,78.17285592879168,55.20957949970912,33.370812015198545,55.20957949970912,direct,217437,season3
2026-01-29,266223,79.63859697745652,59.11822229614871,33.370812015198545,59.11822229614871,direct,193637,season3
2026-02-05,257958,77.88169403725686,57.84989970550399,33.370812015198545,57.84989970550399,direct,179372,season3
2026-02-12,257515,77.68427557923673,57.652481247483855,33.370812015198545,57.652481247483855,direct,168935,season3
2026-02-19,254819,79.15001662790156,59.11822229614871,33.370812015198545,59.11822229614871,direct,154821,season3
2026-02-26,251789,85.28217411016716,66.33723400849856,33.370812015198545,66.33723400849856,direct,148798,season3
2026-03-05,248384,79.15001662790156,61.0725436943685,33.370812015198545,61.0725436943685,direct,139917,season3
2026-03-12,244263,80.12717732701147,61.561124043923435,33.370812015198545,61.561124043923435,direct,132277,season3
2026-03-19,279166,85.99014152167084,66.44692753947292,33.370812015198545,66.44692753947292,direct,138000,season3
2026-03-26,327578,87.45588257033569,67.91266858813776,33.370812015198545,67.91266858813776,direct,154628,season3
2026-04-02,320130,90.47762606343962,71.3327310350224,33.370812015198545,71.3327310350224,direct,130670,season3
2026-04-09,313838,87.51545565078706,68.46082201814409,33.370812015198545,68.46082201814409,direct,119643,season3
2026-04-16,329305,89.41020396855548,69.37840963680262,33.370812015198545,69.37840963680262,direct,103558,season3
2026-04-23,338004,89.76943202044882,69.24905733914102,33.370812015198545,69.24905733914102,direct,0,none
2026-04-30,332744,98.67274843153548,78.15237375022767,33.370812015198545,78.15237375022767,direct,0,none
2026-05-07,326800,90.93942758486209,70.41905290355427,33.370812015198545,70.41905290355427,direct,0,none
2026-05-14,327108,87.94446291989063,69.37840963680262,33.370812015198545,69.37840963680262,direct,0,none
2026-05-21,326406,90.56659603457723,71.51196240193427,33.370812015198545,71.51196240193427,direct,0,none
2026-05-28,329278,101.13613235787423,82.08149872523126,33.370812015198545,82.08149872523126,direct,0,none
2026-06-04,332640,98.20465026054454,79.15001662790156,33.370812015198545,79.15001662790156,direct,0,none
2026-06-11,336357,98.40474646505523,77.88437178374741,33.370812015198545,77.88437178374741,direct,0,none
2026-06-18,393763,131.98929568338815,103.30171474164713,33.370812015198545,103.30171474164713,direct,0,none
2026-06-25,432475,165.15132897597013,134.3595961276107,33.370812015198545,134.3595961276107,direct,472376,season4
2026-07-02,395729,160.13231442381647,128.37459170274485,33.370812015198545,128.37459170274485,direct,450911,season4
2026-07-09,372451,156.34571185758335,123.61082843740182,33.370812015198545,123.61082843740182,direct,431527,season4
2026-07-16,364034,160.25435465402293,127.03089088428648,33.370812015198545,127.03089088428648,direct,412846,season4
2026-07-23,350778,169.7742638177903,136.91600070146106,33.370812015198545,136.91600070146106,direct,399123,season4
2026-07-30,338148,199.22189486865997,169.9070738953631,33.370812015198545,169.9070738953631,direct,380114,season4
2026-08-06,332303,178.3480094185235,149.0331884452266,33.370812015198545,149.0331884452266,direct,367949,season4
2026-08-13,327645,177.84324723800106,148.52842626470417,33.370812015198545,148.52842626470417,direct,354963,season4
2026-08-20,332295,182.24047038399559,152.9256494106987,33.370812015198545,152.9256494106987,direct,343054,season4
2026-08-27,319838,182.24047038399559,152.9256494106987,33.370812015198545,152.9256494106987,direct,323541,season4
2026-09-03,319117,182.24047038399559,152.9256494106987,33.370812015198545,152.9256494106987,direct,305836,season4
