date,A_main_active_users,total_index_newage100,boss_index_newage100_direct,boss_index_newage100_backcast,boss_index_newage100,total_per_main_user_raw,boss_per_main_user_raw,total_per_main_user_index_sep25_100,boss_per_main_user_index_sep25_100,C_challenger_active_users,U_true_lower_bound,U_true_upper_bound,total_per_user_upper_raw,boss_per_user_upper_raw,total_per_user_lower_raw,boss_per_user_lower_raw,total_per_user_upper_index_sep25_100,boss_per_user_upper_index_sep25_100,total_per_user_lower_index_sep25_100,boss_per_user_lower_index_sep25_100,population_source,challenger_status,boss_series_status
2023-12-28,380223,130.9234919815259,,83.7044029663942,83.7044029663942,0.0003443342434426928,0.00022014918484648842,119.12317133755935,76.16134499257975,,380223.0,,0.0003443342434426928,0.00022014918484648842,,,119.12317133755935,76.16134499257975,,,Meaegi group1 (Eos/Helios excluded),missing,conditional_backcast
