date,season,scenario,C_boss,M_boss,B_total,C_share,C_accounts,C_mean_per_100k,estimated_transfer_count,transferred_production_in_main,stage,cap_tier,season_boss_tier,assumption_only_share_lower,assumption_only_share_upper,C_tier1,M_tier1,C_tier2,M_tier2,C_tier3,M_tier3,C_tier4,M_tier4,C_tier5,M_tier5,C_tier6,M_tier6,C_tier7,M_tier7,A_accounts,M_mean_per_100k,scenario_share_min,scenario_share_max
2024-10-31,0,primary,0.0,164.90417524200177,164.90417524200177,0.0,,,,,outside_season,,3,0.0,0.0,0.0,61.839065715750664,0.0,91.28623986610813,0.0,5.889434830071492,0.0,0.0,0.0,0.0,0.0,5.889434830071492,0.0,0.0,280766.0,58.73366976129652,0.0,0.0
2024-11-07,0,primary,0.0,164.90417524200177,164.90417524200177,0.0,,,,,outside_season,,3,0.0,0.0,0.0,61.839065715750664,0.0,88.34152245107238,0.0,5.889434830071492,0.0,0.0,0.0,0.0,0.0,8.834152245107237,0.0,0.0,268656.0,61.381162245399985,0.0,0.0
2024-11-14,0,primary,0.0,164.90417524200177,164.90417524200177,0.0,,,,,outside_season,,3,0.0,0.0,0.0,61.839065715750664,0.0,88.34152245107238,0.0,0.0,0.0,0.0,0.0,2.944717415035746,0.0,11.778869660142984,0.0,0.0,259181.0,63.62510185623243,0.0,0.0
2024-11-21,0,primary,0.0,161.95945782696603,161.95945782696603,0.0,,,,,outside_season,,3,0.0,0.0,0.0,61.839065715750664,0.0,88.34152245107238,0.0,5.889434830071492,0.0,0.0,0.0,0.0,0.0,5.889434830071492,0.0,0.0,266794.0,60.70580966099913,0.0,0.0
2024-11-28,0,primary,0.0,164.90417524200177,164.90417524200177,0.0,,,,,outside_season,,3,0.0,0.0,0.0,61.839065715750664,0.0,88.34152245107238,0.0,8.834152245107237,0.0,0.0,0.0,0.0,0.0,5.889434830071492,0.0,0.0,282394.0,58.39507044838126,0.0,0.0
2024-12-05,0,primary,0.0,173.73832748710902,173.73832748710902,0.0,,,,,outside_season,,3,0.0,0.0,0.0,67.72850054582216,0.0,91.28623986610813,0.0,0.0,0.0,0.0,0.0,2.944717415035746,0.0,11.778869660142984,0.0,0.0,270955.0,64.12073129748815,0.0,0.0
2024-12-12,0,primary,0.0,182.57247973221627,182.57247973221627,0.0,,,,,outside_season,,3,0.0,0.0,0.0,70.6732179608579,0.0,97.17567469617961,0.0,8.834152245107237,0.0,0.0,0.0,0.0,0.0,5.889434830071492,0.0,0.0,353878.0,51.59192708566689,0.0,0.0
2024-12-19,1,primary,35.33660898042894,182.57247973221624,217.90908871264517,0.16216216216216214,173213.0,20.40066795242213,0.0,0.0,pre_leap,3,3,0.16216216216216214,0.2027027027027027,30.018413111466074,70.10197899974929,5.318195868962867,97.74691365728825,0.0,8.834152245107237,0.0,0.0,0.0,0.0,0.0,5.889434830071492,0.0,0.0,377665.0,48.3424409813502,0.16216216216216212,0.16216216216217194
2024-12-26,1,primary,53.00491347064342,182.57247973221627,235.5773932028597,0.22499999999999995,340543.0,15.564822495439174,0.0,0.0,pre_leap,3,3,0.22499999999999995,0.26249999999999996,42.565153005773794,69.33410876558456,10.439760464869629,98.51478389145296,0.0,8.834152245107237,0.0,0.0,0.0,0.0,0.0,5.889434830071492,0.0,0.0,385974.0,47.301756007455495,0.22499999999999995,0.22500000000001538
2025-01-02,1,primary,63.2023655925861,181.20917985538082,244.41154544796692,0.2585899347624776,351168.0,17.997757652344774,0.0,0.0,pre_leap,3,3,0.25301204819277123,0.3012048192771086,43.189273565741956,68.7099882056164,18.649792150008754,99.1389044514211,1.3632998768353872,10.415569783307596,0.0,2.944717415035746,0.0,0.0,0.0,0.0,0.0,0.0,361956.0,50.06386960165899,0.25637224475467346,0.2619338082898109
