series,week_start,week_end,x_start,x_end,observed_columns,max_abs_chord_residual_px,rms_chord_residual_px,verdict
field,2025-02-06,2025-02-13,1209,1216,8,0.4285714285714448,0.26726124191243955,STRAIGHT_WITHIN_3PX
field,2025-02-13,2025-02-20,1216,1224,9,4.5,2.289771944005681,REVIEW_3_TO_5PX
field,2025-02-20,2025-02-27,1224,1231,8,1.7142857142856656,0.8451542547285021,STRAIGHT_WITHIN_3PX
field,2025-02-27,2025-03-06,1231,1239,9,5.0,2.0816659994661326,REVIEW_3_TO_5PX
field,2025-03-06,2025-03-13,1239,1247,9,2.25,1.3228756555322954,STRAIGHT_WITHIN_3PX
field,2025-03-13,2025-03-20,1247,1254,8,1.5714285714285552,0.7559289460184411,STRAIGHT_WITHIN_3PX
field,2025-03-20,2025-03-27,1254,1262,9,2.0,0.9428090415820634,STRAIGHT_WITHIN_3PX
other_coin,2024-02-29,2024-03-07,836,844,9,4.5,2.025874296857203,REVIEW_3_TO_5PX
other_coin,2024-03-07,2024-03-14,844,851,8,2.7142857142856656,1.5811388300841793,STRAIGHT_WITHIN_3PX
other_coin,2024-03-14,2024-03-21,851,859,9,1.5,0.7453559924999299,STRAIGHT_WITHIN_3PX
other_coin,2024-03-21,2024-03-28,859,867,9,1.75,0.9391189724653871,STRAIGHT_WITHIN_3PX
other_coin,2024-03-28,2024-04-04,867,874,8,2.1428571428571104,1.2606687567659152,STRAIGHT_WITHIN_3PX
other_coin,2024-04-04,2024-04-11,874,882,9,0.5,0.3333333333333333,STRAIGHT_WITHIN_3PX
other_coin,2024-04-11,2024-04-18,882,889,8,0.5714285714285552,0.2988071523336052,STRAIGHT_WITHIN_3PX
other_coin,2024-04-18,2024-04-25,889,897,9,2.0,1.0408329997330663,STRAIGHT_WITHIN_3PX
other_coin,2024-04-25,2024-05-02,897,905,9,0.625,0.3227486121839514,STRAIGHT_WITHIN_3PX
other_coin,2024-05-02,2024-05-09,905,912,8,2.8571428571428896,1.9132993194255574,STRAIGHT_WITHIN_3PX
other_coin,2024-05-09,2024-05-16,912,920,9,1.0,0.6666666666666666,STRAIGHT_WITHIN_3PX
other_coin,2024-05-16,2024-05-23,920,927,8,1.0,0.6123724356957945,STRAIGHT_WITHIN_3PX
other_coin,2024-05-23,2024-05-30,927,935,9,2.75,1.2360330811826103,STRAIGHT_WITHIN_3PX
other_coin,2024-05-30,2024-06-06,935,943,9,1.5,0.7453559924999299,STRAIGHT_WITHIN_3PX
other_coin,2024-06-06,2024-06-13,943,950,8,2.2857142857143344,1.1726039399558676,STRAIGHT_WITHIN_3PX
other_coin,2024-06-13,2024-06-20,950,958,9,1.75,0.8936504412303007,STRAIGHT_WITHIN_3PX
other_coin,2024-06-20,2024-06-27,958,965,8,2.1428571428571104,1.1572751247156787,STRAIGHT_WITHIN_3PX
other_coin,2024-06-27,2024-07-04,965,973,9,3.75,2.619372274250285,REVIEW_3_TO_5PX
other_coin,2024-07-04,2024-07-11,973,981,9,1.75,0.6454972243679028,STRAIGHT_WITHIN_3PX
other_coin,2024-07-11,2024-07-18,981,988,8,1.0,0.5,STRAIGHT_WITHIN_3PX
other_coin,2024-07-18,2024-07-25,988,996,9,2.0,1.0671873729054748,STRAIGHT_WITHIN_3PX
other_coin,2024-07-25,2024-08-01,996,1003,8,1.2857142857143344,0.7071067811865446,STRAIGHT_WITHIN_3PX
other_coin,2024-08-01,2024-08-08,1003,1011,9,2.25,1.0671873729054748,STRAIGHT_WITHIN_3PX
other_coin,2024-08-08,2024-08-15,1011,1019,9,2.25,1.1426091000668408,STRAIGHT_WITHIN_3PX
other_coin,2024-08-15,2024-08-22,1019,1026,8,1.7142857142856656,0.9910312089651006,STRAIGHT_WITHIN_3PX
other_coin,2024-08-22,2024-08-29,1026,1034,9,3.5,1.5898986690282426,REVIEW_3_TO_5PX
other_coin,2024-08-29,2024-09-05,1034,1041,8,5.714285714285666,2.5177938188592246,INTERIOR_KINK_GT5PX
other_coin,2024-09-05,2024-09-12,1041,1049,9,0.625,0.3227486121839514,STRAIGHT_WITHIN_3PX
other_coin,2024-09-12,2024-09-19,1049,1057,9,3.25,1.707825127659933,REVIEW_3_TO_5PX
other_coin,2024-09-19,2024-09-26,1057,1064,8,2.8571428571428896,1.494035761667992,STRAIGHT_WITHIN_3PX
other_coin,2024-09-26,2024-10-03,1064,1072,9,4.0,2.661453237111885,REVIEW_3_TO_5PX
other_coin,2024-10-03,2024-10-10,1072,1079,8,3.7142857142856656,2.397915761656353,REVIEW_3_TO_5PX
other_coin,2024-10-10,2024-10-17,1079,1087,9,2.25,0.9574271077563381,STRAIGHT_WITHIN_3PX
other_coin,2024-10-17,2024-10-24,1087,1095,9,1.5,0.7772815877574012,STRAIGHT_WITHIN_3PX
other_coin,2024-10-24,2024-10-31,1095,1102,8,7.285714285714334,2.9337932539875693,INTERIOR_KINK_GT5PX
other_coin,2024-10-31,2024-11-07,1102,1110,9,12.5,6.422075642310324,INTERIOR_KINK_GT5PX
other_coin,2024-11-07,2024-11-14,1110,1117,8,0.7142857142856656,0.3779644730092165,STRAIGHT_WITHIN_3PX
other_coin,2024-11-14,2024-11-21,1117,1125,9,1.0,0.5527707983925667,STRAIGHT_WITHIN_3PX
other_coin,2024-11-21,2024-11-28,1125,1133,9,5.0,2.6034165586355513,REVIEW_3_TO_5PX
other_coin,2024-11-28,2024-12-05,1133,1140,8,8.85714285714289,4.703721930556695,INTERIOR_KINK_GT5PX
other_coin,2024-12-05,2024-12-12,1140,1148,9,1.0,0.5527707983925667,STRAIGHT_WITHIN_3PX
other_coin,2024-12-12,2024-12-19,1148,1155,8,10.428571428571445,5.170313613035768,INTERIOR_KINK_GT5PX
other_coin,2024-12-19,2024-12-26,1155,1163,9,6.25,3.475109910332174,INTERIOR_KINK_GT5PX
other_coin,2024-12-26,2025-01-02,1163,1171,9,12.25,7.357913351548039,INTERIOR_KINK_GT5PX
other_coin,2025-01-02,2025-01-09,1171,1178,8,2.571428571428555,1.4759984514122677,STRAIGHT_WITHIN_3PX
other_coin,2025-01-09,2025-01-16,1178,1186,9,2.25,1.3642254619787417,STRAIGHT_WITHIN_3PX
other_coin,2025-01-16,2025-01-23,1186,1193,8,0.0,0.0,STRAIGHT_WITHIN_3PX
other_coin,2025-01-23,2025-01-30,1193,1201,9,5.0,2.2852182001336816,REVIEW_3_TO_5PX
other_coin,2025-01-30,2025-02-06,1201,1209,9,14.0,9.056918779462348,INTERIOR_KINK_GT5PX
other_coin,2025-02-06,2025-02-13,1209,1216,8,0.7142857142856656,0.3779644730092165,STRAIGHT_WITHIN_3PX
other_coin,2025-02-13,2025-02-20,1216,1224,9,2.0,1.0,STRAIGHT_WITHIN_3PX
other_coin,2025-02-20,2025-02-27,1224,1231,8,5.428571428571445,2.8691711097706993,INTERIOR_KINK_GT5PX
other_coin,2025-02-27,2025-03-06,1231,1239,9,19.125,10.25474145077399,INTERIOR_KINK_GT5PX
other_coin,2025-03-06,2025-03-13,1239,1247,9,4.5,2.277608394786075,REVIEW_3_TO_5PX
other_coin,2025-03-13,2025-03-20,1247,1254,8,2.8571428571428896,2.1753489046915804,STRAIGHT_WITHIN_3PX
other_coin,2025-03-20,2025-03-27,1254,1262,9,4.5,2.516611478423583,REVIEW_3_TO_5PX
