snapshot,date,x_pixel,chosen_x_pixel,top_y,bottom_y,total_height_px,detected_ink_rows,top_color_index,bottom_color_index,method,tier1_height_px,tier2_height_px,tier3_height_px,tier4_height_px,tier5_height_px,tier6_height_px,tier7_height_px
260910,2025-07-24,451,449,532,666,134,147,6,3,alternate_rgb_ordered_stack,0,0,0,34,78.0,11.0,11.0
260910,2025-07-31,457,455,530,666,136,145,6,3,alternate_rgb_ordered_stack,0,0,0,32,0.0,0.0,104.0
260910,2025-08-07,464,463,529,666,137,149,3,0,alternate_rgb_ordered_stack,30,81,14,12,0.0,0.0,0.0
260910,2025-08-14,470,468,528,666,138,149,6,3,alternate_rgb_ordered_stack,0,0,0,28,0.0,0.0,110.0
260910,2025-08-21,477,475,522,666,144,145,3,0,alternate_rgb_ordered_stack,27,82,18,17,0.0,0.0,0.0
260910,2025-08-28,483,482,521,666,145,144,3,0,alternate_rgb_ordered_stack,26,81,21,17,0.0,0.0,0.0
260910,2025-09-04,490,488,522,666,144,143,3,0,alternate_rgb_ordered_stack,25,79,22,18,0.0,0.0,0.0
260910,2025-09-11,496,494,523,666,143,140,6,3,alternate_rgb_ordered_stack,0,0,0,24,78.0,22.0,19.0
260910,2025-09-18,503,501,522,666,144,144,3,0,alternate_rgb_ordered_stack,22,77,24,21,0.0,0.0,0.0
260910,2025-09-25,509,507,531,666,135,135,6,3,alternate_rgb_ordered_stack,0,0,0,21,72.0,22.0,20.0
260910,2025-10-02,516,514,534,666,132,132,3,0,alternate_rgb_ordered_stack,20,69,23,20,0.0,0.0,0.0
260910,2025-10-09,522,520,534,666,132,131,6,3,alternate_rgb_ordered_stack,0,0,0,20,68.0,23.0,21.0
260910,2025-10-16,529,527,537,666,129,129,3,0,alternate_rgb_ordered_stack,18,65,24,22,0.0,0.0,0.0
260910,2025-10-23,535,533,557,666,109,109,6,0,alternate_rgb_ordered_stack,15,47,21,21,0.0,4.0,1.0
260910,2025-10-30,541,539,563,666,103,103,6,3,alternate_rgb_ordered_stack,0,0,0,15,41.0,21.0,26.0
260910,2025-11-06,548,546,564,666,102,102,3,0,alternate_rgb_ordered_stack,14,39,20,29,0.0,0.0,0.0
260910,2025-11-13,554,554,563,666,103,103,6,0,alternate_rgb_ordered_stack,14,39,21,18,3.0,6.0,2.0
260910,2025-11-20,560,558,566,666,100,99,3,3,alternate_rgb_ordered_stack,0,0,0,100,0.0,0.0,0.0
260910,2025-11-27,567,567,572,666,94,94,6,0,alternate_rgb_ordered_stack,12,34,20,17,3.0,6.0,2.0
260910,2025-12-04,574,576,572,666,94,94,6,3,alternate_rgb_ordered_stack,0,0,0,12,35.0,18.0,29.0
260910,2025-12-11,580,578,570,666,96,96,6,3,alternate_rgb_ordered_stack,0,0,0,12,36.0,19.0,29.0
260910,2025-12-18,586,585,564,666,102,102,6,0,alternate_rgb_ordered_stack,18,34,19,19,4.0,6.0,2.0
260910,2025-12-25,593,595,557,666,109,109,6,0,alternate_rgb_ordered_stack,19,38,19,21,4.0,6.0,2.0
260910,2026-01-01,599,598,555,666,111,111,6,0,alternate_rgb_ordered_stack,18,40,21,20,4.0,6.0,2.0
260910,2026-01-08,606,605,554,666,112,112,6,0,alternate_rgb_ordered_stack,17,41,21,20,4.0,7.0,2.0
260910,2026-01-15,612,610,549,666,117,117,6,3,alternate_rgb_ordered_stack,0,0,0,16,43.0,20.0,38.0
260910,2026-01-22,619,617,547,666,119,119,6,0,alternate_rgb_ordered_stack,15,42,23,22,5.0,11.0,1.0
260910,2026-01-29,625,623,546,666,120,120,6,0,alternate_rgb_ordered_stack,14,42,23,23,6.0,10.0,2.0
260910,2026-02-05,632,630,544,666,122,122,6,0,alternate_rgb_ordered_stack,14,41,24,23,6.0,12.0,2.0
260910,2026-02-12,638,636,542,666,124,124,6,0,alternate_rgb_ordered_stack,14,41,23,25,7.0,12.0,2.0
260910,2026-02-19,645,643,540,666,126,126,6,0,alternate_rgb_ordered_stack,13,41,25,24,8.0,14.0,1.0
260910,2026-02-26,651,649,539,666,127,140,6,0,alternate_rgb_ordered_stack,13,41,25,25,8.0,14.0,1.0
260910,2026-03-05,657,655,538,666,128,141,6,3,alternate_rgb_ordered_stack,0,0,0,13,40.0,26.0,49.0
260910,2026-03-12,664,662,535,666,131,142,6,0,alternate_rgb_ordered_stack,13,41,26,26,9.0,15.0,1.0
260910,2026-03-19,670,668,523,666,143,156,3,3,alternate_rgb_ordered_stack,0,0,0,143,0.0,0.0,0.0
260910,2026-03-26,677,675,523,666,143,157,6,0,alternate_rgb_ordered_stack,14,43,30,29,9.0,17.0,1.0
260910,2026-04-02,683,683,521,666,145,159,6,0,alternate_rgb_ordered_stack,14,42,31,28,10.0,19.0,1.0
260910,2026-04-09,690,688,519,666,147,161,6,0,alternate_rgb_ordered_stack,14,42,31,31,9.0,19.0,1.0
260910,2026-04-16,696,695,516,666,150,162,6,0,alternate_rgb_ordered_stack,13,42,33,29,10.0,21.0,2.0
260910,2026-04-23,703,701,516,666,150,164,6,0,alternate_rgb_ordered_stack,12,41,31,31,10.0,22.0,3.0
260910,2026-04-30,709,707,513,666,153,167,6,0,alternate_rgb_ordered_stack,12,40,31,33,11.0,22.0,4.0
260910,2026-05-07,716,714,511,666,155,166,6,0,alternate_rgb_ordered_stack,12,40,32,33,11.0,24.0,3.0
260910,2026-05-14,722,720,509,666,157,171,6,0,alternate_rgb_ordered_stack,12,40,31,34,11.0,25.0,4.0
260910,2026-05-21,728,726,507,666,159,173,6,3,alternate_rgb_ordered_stack,0,0,0,119,11.0,25.0,4.0
260910,2026-05-28,735,733,502,666,164,178,6,0,alternate_rgb_ordered_stack,12,41,33,35,12.0,27.0,4.0
260910,2026-06-04,741,739,500,666,166,180,6,0,alternate_rgb_ordered_stack,12,41,31,38,12.0,27.0,5.0
260910,2026-06-11,748,746,494,666,172,186,6,0,alternate_rgb_ordered_stack,12,43,34,37,13.0,29.0,4.0
260910,2026-06-18,754,755,456,666,210,238,6,0,alternate_rgb_ordered_stack,24,59,37,39,14.0,30.0,7.0
260910,2026-06-25,761,761,434,666,232,232,6,0,alternate_rgb_ordered_stack,21,76,46,40,14.0,30.0,5.0
260910,2026-07-02,767,765,420,666,246,260,6,0,alternate_rgb_ordered_stack,19,81,54,44,13.0,30.0,5.0
260910,2026-07-09,774,772,409,666,257,269,6,0,alternate_rgb_ordered_stack,17,84,61,44,14.0,33.0,4.0
260910,2026-07-16,780,778,400,666,266,279,6,0,alternate_rgb_ordered_stack,16,86,65,48,14.0,33.0,4.0
260910,2026-07-23,787,786,388,666,278,278,6,0,alternate_rgb_ordered_stack,14,87,72,49,15.0,35.0,6.0
260910,2026-07-30,793,791,379,666,287,300,6,0,alternate_rgb_ordered_stack,14,86,76,53,16.0,36.0,6.0
260910,2026-08-06,799,798,370,666,296,309,6,0,alternate_rgb_ordered_stack,13,86,80,57,16.0,38.0,6.0
260910,2026-08-13,806,808,357,666,309,319,6,0,alternate_rgb_ordered_stack,12,86,80,64,17.0,40.0,10.0
260910,2026-08-20,812,813,342,666,324,324,6,0,alternate_rgb_ordered_stack,11,81,79,78,20.0,42.0,13.0
