snapshot_a,snapshot_b,measure,overlap_weeks,median_factor_b_per_a,median_abs_difference_pct,p90_abs_difference_pct
250410,251016,all_boss_stacks,104,0.6842105263157895,5.024038461538455,11.471203215389261
251016,260910,all_boss_stacks,59,0.3020833333333333,0.5475802871096502,1.377759485591914
250410,251016,hard_suu_to_blackmage_vs_hard_damien_to_jinhilla_proxy,79,0.684931506849315,4.057142857142848,13.381949934123854
251016,260910,hard_damien_to_jinhilla_vs_hard_suu_to_jinhilla_proxy,32,0.30560796645702304,0.9818670969206134,1.8060625008536886
