date,series,x_week,y_center_estimate_px,y_possible_low_px,y_possible_high_px,status,bend_detected_here
2024-08-22,other_coin,1027,789.0,783.0,793.0,observed_thick_stroke,False
2024-08-22,other,1027,,,,unresolved_at_axis,False
2024-08-29,boss,1034,501.0,499.0,515.0,observed_thick_stroke,True
2024-08-29,field,1034,697.0,695.0,700.0,observed_thick_stroke,False
2024-08-29,azmoth,1034,,,,not_observable_before_launch,False
2024-08-29,other_coin,1034,781.0,779.0,784.0,observed_thick_stroke,True
2024-08-29,other,1034,,,,unresolved_at_axis,False
2024-09-05,boss,1042,506.0,502.0,508.0,observed_thick_stroke,True
2024-09-05,field,1042,697.0,694.0,699.0,observed_thick_stroke,True
2024-09-05,azmoth,1042,,,,not_observable_before_launch,False
2024-09-05,other_coin,1042,791.0,788.0,793.0,observed_thick_stroke,True
2024-09-05,other,1042,,,,unresolved_at_axis,False
2024-09-12,boss,1050,497.0,495.0,502.0,observed_thick_stroke,False
2024-09-12,field,1050,692.0,690.0,696.0,observed_thick_stroke,False
2024-09-12,azmoth,1050,,,,not_observable_before_launch,False
2024-09-12,other_coin,1050,792.0,789.0,794.0,observed_thick_stroke,True
2024-09-12,other,1050,,,,unresolved_at_axis,False
2024-09-19,boss,1059,488.0,483.0,495.0,observed_thick_stroke,True
2024-09-19,field,1059,690.0,686.0,692.0,observed_thick_stroke,True
2024-09-19,azmoth,1059,,,,not_observable_before_launch,False
2024-09-19,other_coin,1059,786.0,784.0,788.0,observed_thick_stroke,True
2024-09-19,other,1059,,,,unresolved_at_axis,False
2024-09-26,boss,1065,464.0,462.0,475.0,observed_thick_stroke,False
2024-09-26,field,1065,689.0,687.0,692.0,observed_thick_stroke,True
2024-09-26,azmoth,1065,,,,not_observable_before_launch,False
2024-09-26,other_coin,1065,778.0,776.0,783.0,observed_thick_stroke,True
2024-09-26,other,1065,,,,unresolved_at_axis,False
2024-10-03,boss,1073,462.0,460.0,465.0,observed_thick_stroke,True
2024-10-03,field,1073,687.0,684.0,689.0,observed_thick_stroke,True
2024-10-03,azmoth,1073,,,,not_observable_before_launch,False
2024-10-03,other_coin,1073,788.0,781.0,792.0,observed_thick_stroke,True
2024-10-03,other,1073,,,,unresolved_at_axis,False
2024-10-10,boss,1080,476.0,467.0,478.0,observed_thick_stroke,False
2024-10-10,field,1080,693.0,691.0,699.0,observed_thick_stroke,True
2024-10-10,azmoth,1080,,,,not_observable_before_launch,False
2024-10-10,other_coin,1080,793.0,790.0,796.0,observed_thick_stroke,False
2024-10-10,other,1080,,,,unresolved_at_axis,False
2024-10-17,boss,1087,502.0,486.0,506.0,observed_thick_stroke,True
2024-10-17,field,1087,707.0,701.0,710.0,observed_thick_stroke,True
2024-10-17,azmoth,1087,754.5,752.0,757.0,observed_thick_stroke,False
2024-10-17,other_coin,1087,798.0,796.0,801.0,observed_thick_stroke,False
2024-10-17,other,1087,,,,unresolved_at_axis,False
2024-10-24,boss,1095,504.0,502.0,506.0,observed_thick_stroke,False
2024-10-24,field,1095,712.0,710.0,716.0,observed_thick_stroke,True
2024-10-24,azmoth,1095,747.0,745.0,751.0,observed_thick_stroke,True
2024-10-24,other_coin,1095,801.0,796.0,803.0,observed_thick_stroke,True
2024-10-24,other,1095,,,,unresolved_at_axis,False
2024-10-31,boss,1104,497.0,494.0,499.0,observed_thick_stroke,True
2024-10-31,field,1104,718.0,716.0,721.0,observed_thick_stroke,True
2024-10-31,azmoth,1104,765.0,759.0,771.0,observed_thick_stroke,True
2024-10-31,other_coin,1104,779.0,773.0,781.0,observed_thick_stroke,True
2024-10-31,other,1104,,,,unresolved_at_axis,False
2024-11-07,boss,1112,517.0,508.0,519.0,observed_thick_stroke,True
2024-11-07,field,1112,718.0,715.0,720.0,observed_thick_stroke,False
2024-11-07,azmoth,1112,773.0,770.0,775.0,observed_thick_stroke,False
2024-11-07,other_coin,1112,798.0,796.0,801.0,observed_thick_stroke,True
2024-11-07,other,1112,,,,unresolved_at_axis,False
2024-11-14,boss,1119,519.0,516.0,522.0,observed_thick_stroke,False
2024-11-14,field,1119,717.0,714.0,720.0,observed_thick_stroke,True
2024-11-14,azmoth,1119,775.0,773.0,777.0,observed_thick_stroke,True
2024-11-14,other_coin,1119,799.0,796.0,802.0,observed_thick_stroke,False
2024-11-14,other,1119,,,,unresolved_at_axis,False
2024-11-21,boss,1126,518.0,516.0,522.0,observed_thick_stroke,True
2024-11-21,field,1126,729.0,724.0,731.0,observed_thick_stroke,True
2024-11-21,azmoth,1126,773.0,769.0,776.0,observed_thick_stroke,False
2024-11-21,other_coin,1126,798.0,795.0,800.0,observed_thick_stroke,True
2024-11-21,other,1126,,,,unresolved_at_axis,False
2024-11-28,boss,1134,499.0,495.0,506.0,observed_thick_stroke,True
2024-11-28,field,1134,724.0,716.0,729.0,observed_thick_stroke,False
2024-11-28,azmoth,1134,764.0,760.0,767.0,observed_thick_stroke,True
2024-11-28,other_coin,1134,782.0,780.0,784.0,observed_thick_stroke,True
2024-11-28,other,1134,,,,unresolved_at_axis,False
2024-12-05,boss,1142,494.0,490.0,496.0,observed_thick_stroke,True
2024-12-05,field,1142,710.0,701.0,714.0,observed_thick_stroke,False
2024-12-05,azmoth,1142,758.0,756.0,763.0,observed_thick_stroke,True
2024-12-05,other_coin,1142,795.0,792.0,798.0,observed_thick_stroke,True
2024-12-05,other,1142,,,,unresolved_at_axis,False
2024-12-12,boss,1150,472.0,462.0,484.0,observed_thick_stroke,False
2024-12-12,field,1150,694.0,691.0,701.0,observed_thick_stroke,False
2024-12-12,azmoth,1150,756.0,754.0,759.0,observed_thick_stroke,False
2024-12-12,other_coin,1150,794.0,780.0,798.0,observed_thick_stroke,True
2024-12-12,other,1150,,,,unresolved_at_axis,False
2024-12-19,boss,1157,426.0,401.0,436.0,observed_thick_stroke,False
2024-12-19,field,1157,679.0,675.0,687.0,observed_thick_stroke,False
2024-12-19,azmoth,1157,755.0,750.0,757.0,observed_thick_stroke,True
2024-12-19,other_coin,1157,763.0,742.0,769.0,observed_thick_stroke,False
2024-12-19,other,1157,,,,unresolved_at_axis,False
2024-12-26,boss,1165,363.0,355.0,384.0,observed_thick_stroke,False
2024-12-26,field,1165,670.0,667.0,672.0,observed_thick_stroke,True
2024-12-26,azmoth,1165,747.0,743.0,751.0,observed_thick_stroke,True
2024-12-26,other_coin,1165,711.0,709.0,728.0,observed_thick_stroke,False
2024-12-26,other,1165,,,,unresolved_at_axis,False
2025-01-02,boss,1172,354.0,352.0,357.0,observed_thick_stroke,True
2025-01-02,field,1172,677.0,671.0,680.0,observed_thick_stroke,True
2025-01-02,azmoth,1172,743.0,740.0,747.0,observed_thick_stroke,False
2025-01-02,other_coin,1172,713.0,710.0,720.0,observed_thick_stroke,True
2025-01-02,other,1172,,,,unresolved_at_axis,False
2025-01-09,boss,1179,363.0,358.0,365.0,observed_thick_stroke,True
2025-01-09,field,1179,679.0,677.0,681.0,observed_thick_stroke,False
2025-01-09,azmoth,1179,741.0,739.0,744.0,observed_thick_stroke,False
2025-01-09,other_coin,1179,724.0,722.0,729.0,observed_thick_stroke,True
2025-01-09,other,1179,,,,unresolved_at_axis,False
2025-01-16,boss,1187,356.0,354.0,360.0,observed_thick_stroke,True
2025-01-16,field,1187,678.0,674.0,680.0,observed_thick_stroke,True
2025-01-16,azmoth,1187,738.0,736.0,741.0,observed_thick_stroke,False
2025-01-16,other_coin,1187,726.0,724.0,728.0,observed_thick_stroke,False
2025-01-16,other,1187,,,,unresolved_at_axis,False
2025-01-23,boss,1196,364.0,346.0,366.0,observed_thick_stroke,True
2025-01-23,field,1196,677.0,674.0,679.0,observed_thick_stroke,True
2025-01-23,azmoth,1196,734.0,732.0,737.0,observed_thick_stroke,False
2025-01-23,other_coin,1196,721.0,719.0,726.0,observed_thick_stroke,True
2025-01-23,other,1196,,,,unresolved_at_axis,False
2025-01-30,boss,1203,319.0,317.0,329.0,observed_thick_stroke,True
2025-01-30,field,1203,678.0,676.0,681.0,observed_thick_stroke,False
2025-01-30,azmoth,1203,732.0,729.0,734.0,observed_thick_stroke,True
2025-01-30,other_coin,1203,710.0,708.0,713.0,observed_thick_stroke,True
2025-01-30,other,1203,,,,unresolved_at_axis,False
2025-02-06,boss,1211,347.0,344.0,351.0,observed_thick_stroke,False
2025-02-06,field,1211,681.0,678.0,683.0,observed_thick_stroke,True
2025-02-06,azmoth,1211,730.0,728.0,733.0,observed_thick_stroke,True
2025-02-06,other_coin,1211,740.0,738.0,743.0,observed_thick_stroke,True
2025-02-06,other,1211,,,,unresolved_at_axis,False
2025-02-13,boss,1218,350.0,343.0,352.0,observed_thick_stroke,True
2025-02-13,field,1218,677.0,673.0,682.0,observed_thick_stroke,True
2025-02-13,azmoth,1218,730.0,727.0,733.0,observed_thick_stroke,True
2025-02-13,other_coin,1218,740.0,738.0,744.0,observed_thick_stroke,True
2025-02-13,other,1218,,,,unresolved_at_axis,False
2025-02-20,boss,1224,336.0,334.0,347.0,observed_thick_stroke,False
2025-02-20,field,1224,661.0,659.0,668.0,observed_thick_stroke,True
2025-02-20,azmoth,1224,725.0,722.0,729.0,observed_thick_stroke,False
2025-02-20,other_coin,1224,738.0,734.0,743.0,observed_thick_stroke,True
2025-02-20,other,1224,,,,unresolved_at_axis,False
2025-02-27,boss,1234,322.0,320.0,335.0,observed_thick_stroke,True
2025-02-27,field,1234,665.0,663.0,673.0,observed_thick_stroke,False
2025-02-27,azmoth,1234,717.0,715.0,721.0,observed_thick_stroke,True
2025-02-27,other_coin,1234,723.0,720.0,726.0,observed_thick_stroke,True
2025-02-27,other,1234,,,,unresolved_at_axis,False
2025-03-06,boss,1240,360.0,335.0,362.0,observed_thick_stroke,True
2025-03-06,field,1240,673.0,668.0,675.0,observed_thick_stroke,False
2025-03-06,azmoth,1240,722.0,719.0,724.0,observed_thick_stroke,True
2025-03-06,other_coin,1240,754.0,746.0,761.0,observed_thick_stroke,True
2025-03-06,other,1240,,,,unresolved_at_axis,False
2025-03-13,boss,1248,362.0,359.0,365.0,observed_thick_stroke,False
2025-03-13,field,1248,678.0,674.0,680.0,observed_thick_stroke,True
2025-03-13,azmoth,1248,718.0,716.0,721.0,observed_thick_stroke,True
2025-03-13,other_coin,1248,763.0,759.0,765.0,observed_thick_stroke,True
2025-03-13,other,1248,,,,unresolved_at_axis,False
2025-03-20,boss,1255,355.0,345.0,361.0,observed_thick_stroke,False
2025-03-20,field,1255,680.0,677.0,682.0,observed_thick_stroke,False
2025-03-20,azmoth,1255,718.0,716.0,721.0,observed_thick_stroke,False
2025-03-20,other_coin,1255,760.0,758.0,765.0,observed_thick_stroke,False
2025-03-20,other,1255,,,,unresolved_at_axis,False
2025-03-27,boss,1262,337.0,335.0,346.0,observed_thick_stroke,False
2025-03-27,field,1262,683.0,678.0,685.0,observed_thick_stroke,False
2025-03-27,azmoth,1262,717.0,715.0,720.0,observed_thick_stroke,False
2025-03-27,other_coin,1262,748.0,746.0,757.0,observed_thick_stroke,False
2025-03-27,other,1262,,,,unresolved_at_axis,False
