month_coordinate,total_index_raw_S25,total_index_newage100
-0.05473277527365913,14.540625919213172,94.44500150507254
0.012878300064396261,14.540625919213172,94.44500150507254
0.08048937540245166,14.826705175345175,96.3031578132034
0.14810045074050704,14.826705175345175,96.3031578132034
0.21571152607856242,14.826705175345175,96.3031578132034
0.2833226014166178,14.826705175345175,96.3031578132034
0.3509336767546732,14.826705175345175,96.3031578132034
0.4185447520927286,14.826705175345175,96.3031578132034
0.486155827430784,14.826705175345175,96.3031578132034
0.5537669027688393,14.826705175345175,96.3031578132034
0.6213779781068948,14.826705175345175,96.3031578132034
0.6889890534449502,14.826705175345175,96.3031578132034
0.7566001287830055,14.826705175345175,96.3031578132034
0.824211204121061,14.826705175345175,96.3031578132034
0.8918222794591163,14.826705175345175,96.3031578132034
0.9594333547971717,15.112784431477177,98.16131412133426
1.027044430135227,15.398863687609182,100.01947042946513
1.0946555054732825,15.398863687609182,100.01947042946513
1.162266580811338,15.684942943741184,101.87762673759599
1.2298776561493934,15.398863687609182,100.01947042946513
1.2974887314874486,14.826705175345175,96.3031578132034
1.365099806825504,14.826705175345175,96.3031578132034
1.4327108821635595,14.25454666308117,92.58684519694168
1.500321957501615,14.25454666308117,92.58684519694168
1.5679330328396701,13.682388150817163,88.87053258067996
1.6355441081777256,13.682388150817163,88.87053258067996
1.703155183515781,13.682388150817163,88.87053258067996
1.7707662588538364,13.682388150817163,88.87053258067996
1.8383773341918919,13.682388150817163,88.87053258067996
1.905988409529947,13.682388150817163,88.87053258067996
1.9735994848680025,13.682388150817163,88.87053258067996
2.041210560206058,13.682388150817163,88.87053258067996
2.108821635544113,13.396308894685161,87.0123762725491
2.176432710882169,12.824150382421156,83.29606365628739
2.244043786220224,12.538071126289154,81.43790734815653
2.3116548615582797,12.538071126289154,81.43790734815653
2.379265936896335,11.965912614025147,77.7215947318948
2.44687701223439,11.393754101761141,74.00528211563308
2.514488087572446,11.393754101761141,74.00528211563308
2.582099162910501,11.10767484562914,72.14712580750223
2.6497102382485567,10.821595589497136,70.28896949937136
2.717321313586612,10.24943707723313,66.57265688310964
2.784932388924667,10.24943707723313,66.57265688310964
2.8525434642627228,10.24943707723313,66.57265688310964
2.920154539600778,10.24943707723313,66.57265688310964
2.987765614938833,10.24943707723313,66.57265688310964
3.055376690276889,10.24943707723313,66.57265688310964
3.122987765614944,10.24943707723313,66.57265688310964
3.1905988409529997,10.24943707723313,66.57265688310964
3.258209916291055,10.24943707723313,66.57265688310964
3.32582099162911,10.24943707723313,66.57265688310964
3.393432066967166,10.535516333365132,68.4308131912405
3.461043142305221,10.821595589497136,70.28896949937136
3.5286542176432767,11.10767484562914,72.14712580750223
3.596265292981332,11.393754101761141,74.00528211563308
3.663876368319387,11.393754101761141,74.00528211563308
3.731487443657443,11.393754101761141,74.00528211563308
3.799098518995498,11.393754101761141,74.00528211563308
3.8667095943335537,11.965912614025147,77.7215947318948
3.934320669671609,12.25199187015715,79.57975104002567
4.0019317450096645,12.538071126289154,81.43790734815653
4.06954282034772,12.538071126289154,81.43790734815653
4.137153895685775,12.538071126289154,81.43790734815653
4.20476497102383,12.538071126289154,81.43790734815653
4.272376046361885,12.538071126289154,81.43790734815653
4.3399871216999415,12.538071126289154,81.43790734815653
4.407598197037997,12.538071126289154,81.43790734815653
4.475209272376052,12.538071126289154,81.43790734815653
4.542820347714107,12.538071126289154,81.43790734815653
4.610431423052162,12.538071126289154,81.43790734815653
4.6780424983902185,12.538071126289154,81.43790734815653
4.745653573728274,12.538071126289154,81.43790734815653
4.813264649066329,12.538071126289154,81.43790734815653
4.880875724404384,12.538071126289154,81.43790734815653
4.948486799742439,12.538071126289154,81.43790734815653
5.016097875080495,13.110229638553157,85.15421996441825
5.083708950418551,13.396308894685161,87.0123762725491
5.151320025756606,13.682388150817163,88.87053258067996
5.218931101094661,13.682388150817163,88.87053258067996
5.286542176432716,14.25454666308117,92.58684519694168
5.354153251770772,15.112784431477177,98.16131412133426
5.421764327108828,15.398863687609182,100.01947042946513
5.489375402446883,15.971022199873186,103.73578304572685
5.556986477784938,17.115339224401197,111.16840827825028
5.624597553122993,18.25965624892921,118.60103351077373
5.692208628461049,18.25965624892921,118.60103351077373
5.759819703799105,18.831814761193215,122.31734612703545
5.82743077913716,19.40397327345722,126.03365874329715
5.895041854475215,19.976131785721225,129.74997135955888
5.96265292981327,20.548290297985233,133.4662839758206
6.030264005151326,20.548290297985233,133.4662839758206
6.0978750804893815,21.120448810249236,137.18259659208232
6.165486155827437,21.69260732251324,140.89890920834404
6.233097231165492,22.264765834777247,144.61522182460575
6.300708306503547,24.26732062770127,157.6223159815218
6.368319381841603,25.125558396097276,163.19678490591437
6.4359304571796585,27.1281131890213,176.2038790628304
6.503541532517714,27.986350957417304,181.77834798722296
6.571152607855769,28.55850946968131,185.4946606034847
6.638763683193824,28.55850946968131,185.4946606034847
6.70637475853188,28.55850946968131,185.4946606034847
6.7739858338699355,28.55850946968131,185.4946606034847
6.841596909207991,28.55850946968131,185.4946606034847
6.909207984546046,28.55850946968131,185.4946606034847
6.976819059884101,28.55850946968131,185.4946606034847
7.044430135222156,28.55850946968131,185.4946606034847
7.112041210560212,28.55850946968131,185.4946606034847
7.179652285898268,28.55850946968131,185.4946606034847
7.247263361236323,29.130667981945315,189.2109732197464
7.314874436574378,29.70282649420932,192.9272858360081
7.382485511912433,29.416747238077317,191.06912952787724
7.450096587250489,29.130667981945315,189.2109732197464
7.517707662588545,28.55850946968131,185.4946606034847
7.5853187379266,28.55850946968131,185.4946606034847
7.652929813264655,28.55850946968131,185.4946606034847
7.72054088860271,28.55850946968131,185.4946606034847
7.788151963940766,28.55850946968131,185.4946606034847
7.855763039278822,28.55850946968131,185.4946606034847
7.923374114616877,28.55850946968131,185.4946606034847
7.990985189954932,28.55850946968131,185.4946606034847
8.058596265292987,28.55850946968131,185.4946606034847
8.126207340631042,27.986350957417304,181.77834798722296
8.193818415969098,27.4141924451533,178.06203537096124
8.261429491307155,27.4141924451533,178.06203537096124
8.32904056664521,27.1281131890213,176.2038790628304
8.396651641983265,27.1281131890213,176.2038790628304
8.46426271732132,27.1281131890213,176.2038790628304
8.531873792659376,26.84203393288929,174.3457227546995
8.59948486799743,27.1281131890213,176.2038790628304
8.667095943335486,27.1281131890213,176.2038790628304
8.734707018673541,27.4141924451533,178.06203537096124
8.802318094011596,27.4141924451533,178.06203537096124
8.869929169349652,27.986350957417304,181.77834798722296
8.937540244687707,27.986350957417304,181.77834798722296
9.005151320025764,27.986350957417304,181.77834798722296
9.072762395363819,27.700271701285303,179.9201916790921
9.140373470701874,27.1281131890213,176.2038790628304
9.20798454603993,26.269875420625286,170.6294101384378
9.275595621377985,26.269875420625286,170.6294101384378
9.34320669671604,26.269875420625286,170.6294101384378
9.410817772054095,26.269875420625286,170.6294101384378
