date,season,stage,weight_status,A_accounts,C_accounts,M_boss,C_boss,B_total,bM_per_account,bC_per_account,w,E_main_equivalent_accounts,C_weighted_contribution,w_scenario_min,w_scenario_max,w_assumption_only_lower,w_assumption_only_upper,w_assumption_upper_unbounded,identity_relative_error,main_productivity_index,challenger_productivity_index
2026-03-26,3,post_leap,valid,327578.0,154628.0,388.6630356272186,32.43155472289299,421.0945903501116,0.0011864747804407457,0.00020973921102835833,0.17677511101453455,354912.3818659554,27334.38186595545,0.11734261060806483,0.3270712950374974,0.0,3.3895853273663246,False,1.8276025590409101e-16,167.43235171020163,29.597872560995484
2026-04-02,3,post_leap,valid,320130.0,130670.0,395.4936857737926,28.545621991354814,424.03930776514744,0.001235415880341713,0.00021845581993843127,0.17682775769241926,343236.0830976684,23106.083097668426,0.11440563945102437,0.3103533828190427,0.0,3.8498617017787438,False,0.0,174.33879724683484,30.827938595951125
2026-04-09,3,post_leap,valid,313838.0,119643.0,401.2395762542323,31.633883756022367,432.8734600102547,0.0012784926498838009,0.0002644022947938648,0.2068078332854676,338581.1095977732,24743.1095977732,0.12463642045834056,0.2814432288863564,0.0,4.02513310431868,False,1.6960632078472176e-16,180.41768315946328,37.31179014059259
2026-04-16,0,end_boundary_unresolved,season_end_boundary,329305.0,,,,435.8181774252904,,,,,,,,,,False,,,
2026-04-23,0,outside_season,outside_season,338004.0,0.0,438.76289484032617,0.0,438.76289484032617,0.0012980997113653276,,0.0,338004.0,0.0,0.0,0.0,,,False,0.0,183.18458260654552,
2026-04-30,0,outside_season,outside_season,332744.0,0.0,447.5970470854334,0.0,447.5970470854334,0.0013451694007568383,,0.0,332744.0,0.0,0.0,0.0,,,False,0.0,189.8269393755295,
2026-05-07,0,outside_season,outside_season,326800.0,0.0,456.4311993305406,0.0,456.4311993305406,0.0013966682966050814,,0.0,326800.0,0.0,0.0,0.0,,,False,0.0,197.09433467502924,
2026-05-14,0,outside_season,outside_season,327108.0,0.0,459.3759167455764,0.0,459.3759167455764,0.0014043554934320664,,0.0,327108.0,0.0,0.0,0.0,,,False,0.0,198.17913265305555,
2026-05-21,0,outside_season,outside_season,326406.0,0.0,468.2100689906836,0.0,468.2100689906836,0.001434440754736995,,0.0,326406.0,0.0,0.0,0.0,,,False,0.0,202.4246894361748,
2026-05-28,0,outside_season,outside_season,329278.0,0.0,479.9889386508266,0.0,479.9889386508266,0.001457701208859464,,0.0,329278.0,0.0,0.0,0.0,,,False,0.0,205.70714650966227,
2026-06-04,0,outside_season,outside_season,332640.0,0.0,488.82309089593383,0.0,488.82309089593383,0.0014695258865317876,,0.0,332640.0,0.0,0.0,0.0,,,False,0.0,207.37581543000525,
2026-06-11,0,outside_season,outside_season,336357.0,0.0,506.4913953861483,0.0,506.4913953861483,0.0015058149388481534,,0.0,336357.0,0.0,0.0,0.0,,,False,0.0,212.49683567487435,
2026-06-18,4,pre_leap,missing_challenger_count,393763.0,,512.3808302162212,97.1756746961782,609.5565049123994,0.001301241686537895,,,,,,,,,False,,183.62797027970163,
2026-06-25,4,pre_leap,valid,432475.0,472376.0,512.1817689078451,168.04795396541215,680.2297228732573,0.0011843037606979483,0.0003557504063826531,0.3003878043695462,574370.9894768688,141895.98947686877,0.2949951915333757,0.3046230660724985,0.2034513937108482,1.1377475997810536,False,0.0,167.12598283735392,50.2026070376152
2026-07-02,4,pre_leap,valid,395729.0,450911.0,518.4971422797536,205.90334181903995,724.4004840987935,0.0013102328671382526,0.0004566385424596871,0.34851708723889285,552879.1883239765,157150.1883239764,0.3404257466210567,0.3565859298336734,0.19648233193716585,1.1785197395621623,False,1.6549763018135341e-16,184.8967831844393,64.43968831528188
2026-07-09,4,pre_leap,valid,372451.0,431527.0,518.490808320614,235.3568499285371,753.847658249151,0.0013921047555802346,0.0005454046906185177,0.39178423062795364,541516.473690189,169065.47369018896,0.38306394034505065,0.4004924150687666,0.18906002350236442,1.2412201542981316,False,0.0,196.4503391864507,76.96614499476412
2026-07-16,4,pre_leap,valid,364034.0,412846.0,524.0470189225312,259.2478134769772,783.2948323995084,0.0014395551484820955,0.0006279528286018932,0.43621311018478387,544122.8376873473,180088.8376873473,0.42317466932483877,0.4492191060515021,0.18923767764454588,1.310289356385113,False,0.0,203.1464198820558,88.6151316396556
