date,month_coordinate,x_pixel,boss_y,boss_distance,boss_px,field_y,field_distance,field_px,azmoth_y,azmoth_distance,azmoth_px,other_coin_y,other_coin_distance,other_coin_px,etc_y,etc_distance,etc_px,sum_px,canonical_total,read_total,boss_index,field_index,azmoth_index,other_coin_index,etc_index,relative_error,window,affine_diagnostic,same_window_scalar
2023-05-05T20:36:18.046672413,4.156727167963117,512,712,7.615773105863909,114,778,4.242640687119285,48,710,1000000.0,0.0,705,1000000.0,0,824,22.64950330581225,2,164.0,81.43790734815653,75.65330000217006,52.58826951370358,22.14242926892782,0.0,0.0,0.9226012195386591,-0.0710308937735421,earlier_comparison,81.64368269239682,75.65330000217006
2023-05-08T16:07:28.055315455,4.247479112647646,515,712,8.94427190999916,114,778,4.898979485566356,48,710,1000000.0,0.0,705,1000000.0,0,824,24.37211521390788,2,164.0,81.43790734815653,75.65330000217006,52.58826951370358,22.14242926892782,0.0,0.0,0.9226012195386591,-0.0710308937735421,earlier_comparison,81.64368269239682,75.65330000217006
2023-05-11T11:38:38.063958497,4.338231057332175,518,713,7.874007874011811,113,778,5.196152422706632,48,710,1000000.0,0.0,705,1000000.0,0,824,22.64950330581225,2,163.0,81.43790734815653,75.19199939240073,52.12696890393425,22.14242926892782,0.0,0.0,0.9226012195386591,-0.0766953395432156,earlier_comparison,81.20817904775872,75.19199939240073
2023-05-14T07:09:48.072601539,4.428983002016704,521,713,8.774964387392123,113,778,6.324555320336759,48,710,1000000.0,0.0,705,1000000.0,0,824,24.37211521390788,2,163.0,81.43790734815653,75.19199939240073,52.12696890393425,22.14242926892782,0.0,0.0,0.9226012195386591,-0.0766953395432156,earlier_comparison,81.20817904775872,75.19199939240073
2023-05-17T02:40:58.081244581,4.519734946701233,524,712,9.899494936611664,114,778,9.16515138991168,48,710,1000000.0,0.0,705,1000000.0,0,824,26.095976701399778,2,164.0,81.43790734815653,75.65330000217006,52.58826951370358,22.14242926892782,0.0,0.0,0.9226012195386591,-0.0710308937735421,earlier_comparison,81.64368269239682,75.65330000217006
2023-05-19T22:12:08.089887623,4.6104868913857615,527,712,9.273618495495704,114,778,5.0990195135927845,48,710,1000000.0,0.0,705,1000000.0,0,824,24.37211521390788,2,164.0,81.43790734815653,75.65330000217006,52.58826951370358,22.14242926892782,0.0,0.0,0.9226012195386591,-0.0710308937735421,earlier_comparison,81.64368269239682,75.65330000217006
2023-05-22T17:43:18.098530667,4.701238836070291,530,710,16.792855623746664,116,777,13.96424004376894,49,710,1000000.0,0.0,705,1000000.0,0,824,24.37211521390788,2,167.0,81.43790734815653,77.03720183147804,53.51087073324224,22.603729878697152,0.0,0.0,0.9226012195386591,-0.0540375564645215,earlier_comparison,82.9501936263111,77.03720183147804
2023-05-25T13:14:28.107173710,4.79199078075482,533,710,7.3484692283495345,116,775,12.083045973594572,51,710,1000000.0,0.0,705,1000000.0,0,824,24.37211521390788,2,169.0,81.43790734815653,77.9598030510167,53.51087073324224,23.52633109823581,0.0,0.0,0.9226012195386591,-0.0427086649251744,earlier_comparison,83.8212009155873,77.9598030510167
2023-05-28T08:45:38.115816752,4.882742725439349,536,707,15.684387141358124,119,775,12.569805089976535,51,710,1000000.0,0.0,705,1000000.0,0,824,24.37211521390788,2,172.0,81.43790734815653,79.3437048803247,54.89477256255022,23.52633109823581,0.0,0.0,0.9226012195386591,-0.0257153276161539,earlier_comparison,85.1277118495016,79.3437048803247
2023-05-31T04:16:48.124459794,4.973494670123878,539,706,14.628738838327791,120,776,11.445523142259598,50,710,1000000.0,0.0,705,1000000.0,0,824,24.37211521390788,2,172.0,82.81249078348412,79.3437048803247,55.356073172319554,23.06503048846648,0.0,0.0,0.9226012195386591,-0.0418872306622037,earlier_comparison,85.1277118495016,79.3437048803247
2023-06-02T22:15:27.225583390,5.064246614808407,542,704,60.20797289396148,122,776,11.445523142259598,50,710,1000000.0,0.0,705,1000000.0,0,824,24.37211521390788,2,174.0,86.47749257924694,80.26630609986336,56.27867439185822,23.06503048846648,0.0,0.0,0.9226012195386591,-0.0718243128255797,earlier_comparison,85.99871913877779,80.26630609986336
2023-06-05T15:35:56.266205688,5.154998559492936,545,697,69.23871749245504,129,773,12.884098726725126,53,710,1000000.0,0.0,705,1000000.0,0,824,19.209372712298546,2,184.0,88.87053258067996,84.87931219755666,59.50777866024352,24.44893231777447,0.0,0.0,0.9226012195386591,-0.0449105037094261,earlier_comparison,90.35375558515877,84.87931219755666
2023-06-08T08:56:25.306827987,5.245750504177464,548,694,24.779023386727733,132,769,15.1657508881031,57,710,1000000.0,0.0,705,1000000.0,0,824,20.92844953645635,2,191.0,90.3446887827354,88.10841646594196,60.89168048955151,26.29413475685179,0.0,0.0,0.9226012195386591,-0.0247526705434927,earlier_comparison,93.40228109762545,88.10841646594196
2023-06-11T02:16:54.347450286,5.336502448861993,551,688,19.6468827043885,138,762,19.33907960581372,64,753,80.8084154033477,0.0,705,1000000.0,0,823,24.37211521390788,3,205.0,96.70602219151957,94.56662500271256,63.659484148167486,29.523239025237096,0.0,0.0,1.3839018293079888,-0.0221226883323776,earlier_comparison,99.49933212255881,94.56662500271257
2023-06-13T19:37:23.388072585,5.427254393546522,554,686,22.44994432064365,140,758,18.601075237738275,68,710,1000000.0,0.0,705,1000000.0,0,821,15.7797338380595,5,213.0,100.3212376039185,98.2570298808672,64.58208536770614,31.36844146431441,0.0,0.0,2.3065030488466483,-0.0205759794471541,earlier_comparison,102.98336127966358,98.25702988086721
2023-06-16T12:57:52.428694884,5.518006338231051,557,673,18.62793601019716,153,753,16.401219466856727,73,710,1000000.0,0.0,705,1000000.0,0,821,19.209372712298546,5,231.0,106.8832409832933,106.56044085671516,70.57899329470743,33.674944513161066,0.0,0.0,2.3065030488466483,-0.0030201191843407,earlier_comparison,110.82242688314933,106.56044085671515
