date,model,valid,share,B_fitted
2024-07-25,flexible_main,True,0.0,157.28747018764815
2024-07-25,stiff_main,True,0.0,158.78115309927438
2024-07-25,challenger_reward_unchanged,True,0.0,157.7469159970786
2024-08-01,basic,True,0.0,156.39787824805111
2024-08-01,inflow,True,0.0,157.50025981186397
2024-08-01,progression,True,0.0,157.4701434687395
2024-08-01,chuchu_C,True,0.0,157.4720123742773
2024-08-01,chuchu_C_without_world4,True,0.0,157.47220518224577
2024-08-01,population_lag_minus1,True,0.0,159.14939833452058
2024-08-01,population_lag_plus1,True,0.0,158.25473912551527
2024-08-01,flexible_main,True,0.0,156.91499459257767
2024-08-01,stiff_main,True,0.0,158.88245100329274
2024-08-01,challenger_reward_unchanged,True,0.0,157.49986749490287
2024-08-08,basic,True,0.0,156.9876370840515
2024-08-08,inflow,True,0.0,160.0412688719787
2024-08-08,progression,True,0.0,159.9549877389245
2024-08-08,chuchu_C,True,0.0,159.96226800829652
2024-08-08,chuchu_C_without_world4,True,0.0,159.9636510753424
2024-08-08,population_lag_minus1,True,0.0,158.93691150109282
2024-08-08,population_lag_plus1,True,0.0,161.33700682521734
2024-08-08,flexible_main,True,0.0,159.2891258235281
2024-08-08,stiff_main,True,0.0,161.82912145992745
2024-08-08,challenger_reward_unchanged,True,0.0,160.0469976263435
2024-08-15,basic,True,0.0,161.75930245860556
2024-08-15,inflow,True,0.0,162.4270882071582
2024-08-15,progression,True,0.0,162.41002471913419
2024-08-15,chuchu_C,True,0.0,162.4101393788947
2024-08-15,chuchu_C_without_world4,True,0.0,162.40984349085565
2024-08-15,population_lag_minus1,True,0.0,161.38025173785962
2024-08-15,population_lag_plus1,True,0.0,160.88538955591366
2024-08-15,flexible_main,True,0.0,161.40820803164877
2024-08-15,stiff_main,True,0.0,164.66307719009833
2024-08-15,challenger_reward_unchanged,True,0.0,162.42353212075076
2024-08-22,basic,True,0.0,159.69461050840602
2024-08-22,inflow,True,0.0,161.66918239915879
2024-08-22,progression,True,0.0,161.61474364058012
2024-08-22,chuchu_C,True,0.0,161.61841020382658
2024-08-22,chuchu_C_without_world4,True,0.0,161.61888537070817
2024-08-22,population_lag_minus1,True,0.0,163.27538869658792
2024-08-22,population_lag_plus1,True,0.0,157.83845257635497
2024-08-22,flexible_main,True,0.0,160.48225460254966
2024-08-22,stiff_main,True,0.0,164.28858586497014
2024-08-22,challenger_reward_unchanged,True,0.0,161.66952555142967
2024-08-29,basic,True,0.0,155.90828201834125
2024-08-29,inflow,True,0.0,158.20700954400039
2024-08-29,progression,True,0.0,158.14338662008092
2024-08-29,chuchu_C,True,0.0,158.14781321646416
2024-08-29,chuchu_C_without_world4,True,0.0,158.14842984482198
2024-08-29,population_lag_minus1,True,0.0,162.33460963524897
2024-08-29,population_lag_plus1,True,0.0,158.0194359945574
2024-08-29,flexible_main,True,0.0,156.85677432656598
2024-08-29,stiff_main,True,0.0,161.16320850881502
2024-08-29,challenger_reward_unchanged,True,0.0,158.20791720865085
2024-09-05,basic,True,0.0,155.81557096776683
2024-09-05,inflow,True,0.0,157.9259475282945
2024-09-05,progression,True,0.0,157.86802777618973
2024-09-05,chuchu_C,True,0.0,157.87168710146372
2024-09-05,chuchu_C_without_world4,True,0.0,157.87208990920416
2024-09-05,population_lag_minus1,True,0.0,158.60323433982336
2024-09-05,population_lag_plus1,True,0.0,159.71506144999825
2024-09-05,flexible_main,True,0.0,156.37797089847953
2024-09-05,stiff_main,True,0.0,161.27402156466098
2024-09-05,challenger_reward_unchanged,True,0.0,157.92547021441632
2024-09-12,basic,True,0.0,159.8454547748095
2024-09-12,inflow,True,0.0,161.2100597891206
2024-09-12,progression,True,0.0,161.17295439636922
2024-09-12,chuchu_C,True,0.0,161.17506278648582
2024-09-12,chuchu_C_without_world4,True,0.0,161.17524264670928
2024-09-12,population_lag_minus1,True,0.0,160.39956460559205
2024-09-12,population_lag_plus1,True,0.0,163.47010744787656
2024-09-12,flexible_main,True,0.0,159.86036535452536
2024-09-12,stiff_main,True,0.0,164.09190794852796
2024-09-12,challenger_reward_unchanged,True,0.0,161.2091922590165
2024-09-19,basic,True,0.0,164.60963312775257
2024-09-19,inflow,True,0.0,164.90494920779796
2024-09-19,progression,True,0.0,164.89779056978423
2024-09-19,chuchu_C,True,0.0,164.8974530391984
2024-09-19,chuchu_C_without_world4,True,0.0,164.8972111792843
2024-09-19,population_lag_minus1,True,0.0,163.42270845624336
2024-09-19,population_lag_plus1,True,0.0,167.70901681397396
2024-09-19,flexible_main,True,0.0,163.75417889404648
2024-09-19,stiff_main,True,0.0,167.30855247217386
2024-09-19,challenger_reward_unchanged,True,0.0,164.90265798586577
2024-09-26,basic,True,0.0,169.4203475464249
2024-09-26,inflow,True,0.0,169.14591342379606
2024-09-26,progression,True,0.0,169.15424582659165
2024-09-26,chuchu_C,True,0.0,169.15293714863685
2024-09-26,chuchu_C_without_world4,True,0.0,169.15261625450808
2024-09-26,population_lag_minus1,True,0.0,166.82395570029112
2024-09-26,population_lag_plus1,True,0.0,172.2804687679584
2024-09-26,flexible_main,True,0.0,168.2136697762813
2024-09-26,stiff_main,True,0.0,171.05091290051084
2024-09-26,challenger_reward_unchanged,True,0.0,169.1440764180538
2024-10-03,basic,True,0.0,174.3930682806482
2024-10-03,inflow,True,0.0,173.74614865947225
2024-10-03,progression,True,0.0,173.76426735745792
2024-10-03,chuchu_C,True,0.0,173.7625905787808
2024-10-03,chuchu_C_without_world4,True,0.0,173.76233580437201
