date,selected_model,B_observed,B_fitted,bM_fitted_per_100k,bC_fitted_per_100k,B_main_reconciled,B_challenger_reconciled,bM_reconciled_per_100k,bC_reconciled_per_100k,challenger_share,conditional_laplace_p05,conditional_laplace_p95,scenario_min,scenario_max,A_accounts,C_accounts,season,in_fit,alignment_note,canonical_challenger_count,boss_source
2026-02-26,inflow,430.87692377096937,399.12767603384657,117.89054210857587,68.7457216925526,320.4476638759717,110.42925989499766,127.26833335688681,74.21420979784517,0.2562895662374711,0.12095969920335968,0.48909902928322996,0.22306593846853406,0.28694812788398383,251789.0,148798.0,3,True,,3788.0,direct
2026-03-05,inflow,396.6814436448525,406.33313442496444,120.50978343895689,76.47827921406673,292.21706169915217,104.46438194570031,117.64729680621626,74.66167938542158,0.26334577434690115,0.1289496768707123,0.48150437316423167,0.2319007132539903,0.29494454952225635,248383.99999999997,139917.0,3,True,,5789.0,direct
2026-03-12,inflow,399.85489519401125,405.1429016694337,123.15635023065867,78.86292092012967,296.89896231483647,102.95593287917477,121.5488888267304,77.83358624641832,0.25748323733593437,0.13269778958775044,0.46056654013559084,0.2342063992245937,0.2896666156819599,244263.0,132277.0,3,True,,8290.0,direct
2026-03-19,inflow,431.5894106855995,417.97137696108973,114.68376681903798,70.87919745148852,330.58923797781745,101.000172707782,118.420308339059,73.18853094766813,0.2340191167974641,0.1462235862640465,0.36099232457858343,0.1900245952144564,0.23874831806024271,279166.0,138000.0,3,True,,10480.0,direct
2026-03-26,inflow,441.1097653330759,453.89163947882173,105.34380673282587,70.36791800939373,335.3653770132304,105.74438831984554,102.37725885536585,68.38631316439813,0.2397235260479881,0.15064078162684094,0.36888939605849425,0.16933666916808565,0.24494794826367555,327578.0,154628.0,3,True,,13307.0,direct
2026-04-02,inflow,463.32392617718773,469.7724972333694,118.22884716542565,69.8603266263812,373.29052778098014,90.03339839620762,116.60591877705312,68.90135332992088,0.19432063251958281,0.11992066188857521,0.30139750338891036,0.13823611188231583,0.24515151872112173,320130.0,130670.0,3,True,,15230.0,direct
2026-04-09,inflow,444.6701589371471,484.2818718682088,127.86909111247923,69.35639669903479,368.47741932536064,76.19273961178648,117.41007122316628,63.68340781473757,0.17134664442944125,0.10052105199168254,0.2767764875581746,0.0,0.20473123757527015,313838.0,119643.00000000001,3,False,boundary_window_excluded,17552.0,direct
2026-04-16,inflow,450.6301199805524,424.56827692031084,128.92858502613407,,450.6301199805524,0.0,136.84278100258192,,0.0,0.0,0.0,0.0,0.18662791830181205,329305.0,0.0,0,False,boundary_window_excluded,,direct
2026-04-23,inflow,449.78994446024063,447.8718492473989,132.50489616909826,,449.78994446024063,0.0,133.0723732441748,,0.0,0.0,0.0,0.0,0.0,338004.0,0.0,0,False,boundary_window_excluded,,direct
2026-04-30,inflow,507.61921099368004,462.45913079579884,138.98346199955486,,507.61921099368004,0.0,152.5554813892001,,0.0,0.0,0.0,0.0,0.0,332744.0,0.0,0,True,,,direct
2026-05-07,inflow,457.3893582307255,470.0226008581508,143.8257652564721,,457.3893582307255,0.0,139.9600239384105,,0.0,0.0,0.0,0.0,0.0,326800.0,0.0,0,True,,,direct
2026-05-14,inflow,450.6301199805524,482.43971607651946,147.48637027419673,,450.6301199805524,0.0,137.76187680538305,,0.0,0.0,0.0,0.0,0.0,327108.0,0.0,0,True,,,direct
2026-05-21,inflow,464.48807872548895,491.85310965398975,150.68752095671945,,464.48807872548895,0.0,142.30378079002497,,0.0,0.0,0.0,0.0,0.0,326406.0,0.0,0,True,,,direct
2026-05-28,inflow,533.1398602586817,500.98449703960364,152.14636174891842,,533.1398602586817,0.0,161.91177675358867,,0.0,0.0,0.0,0.0,0.0,329278.0,0.0,0,True,,,direct
2026-06-04,inflow,514.0991509637288,511.05957971323545,153.6374397887312,,514.0991509637288,0.0,154.55121180968277,,0.0,0.0,0.0,0.0,0.0,332640.0,0.0,0,True,,,direct
2026-06-11,inflow,505.878471202407,522.1019633686673,155.2225651223751,,505.878471202407,0.0,150.39926958630474,,0.0,0.0,0.0,0.0,0.0,336357.0,0.0,0,False,boundary_window_excluded,,direct
2026-06-18,inflow,670.9704698035018,547.6975222362778,,,,,,,,,,0.0,0.3285737541229101,393763.0,0.0,4,False,season_open_missing_count_not_zero|boundary_window_excluded,,direct
2026-06-25,inflow,872.6991760186755,834.2388815338409,137.36082081970505,50.846713570084304,621.438310795458,251.2608652232175,143.69346454603343,53.19086177604652,0.28791234382675823,0.06520767934257414,0.710786815461395,0.22103125958730785,0.31936725556554796,432475.0,472376.00000000006,4,False,boundary_window_excluded,,direct
2026-07-02,inflow,833.8250756151003,824.6061622948357,150.39417725117855,50.88649170246887,601.8070559189092,232.01801969619103,152.07555067202787,51.455391351328984,0.2782574265052353,0.0633250514351906,0.6983602668123017,0.23470390407905364,0.31058994031443055,395729.0,450911.0,4,True,,,direct
2026-07-09,inflow,802.8832419371813,814.7068272542368,159.73808327458437,50.926300953871866,586.3118220726382,216.57141986454312,157.41985444330615,50.187223479537344,0.26974211012550686,0.05918165738498922,0.6915312183516086,0.24419529662976922,0.29738689538179425,372451.0,431527.0,4,True,,,direct
2026-07-16,inflow,825.0974027812932,825.9171256311872,169.07911066520944,50.966141348638146,614.8945604836027,210.20284229769052,168.91129962684877,50.91555744701185,0.25476124587124477,0.049869487647822175,0.6880562811309741,0.24467020436140471,0.29253195245271435,364034.0,412845.99999999994,4,True,,,direct
2026-07-23,inflow,889.303663003369,969.3269632662871,214.0385958136642,54.75170752951649,688.8175891908893,200.48607381247967,196.36852630178896,50.23165134870195,0.22544163726414354,0.039188059553303484,0.6884407423422161,0.21905830236568175,0.2676750489651633,350778.0,399123.0,4,True,,,direct
2026-07-30,inflow,1103.5889334424453,964.8204178821431,222.52445693471333,55.86703390207907,860.6873583378518,242.90157510459346,254.52977936816183,63.902296443854596,0.22010149589567385,0.03333759542422093,0.6980859013340426,0.21333322430647997,0.2633537263790838,338148.0,380114.0,4,True,,,direct
2026-08-06,inflow,968.0078275321481,975.3682683043255,230.39775321907624,57.00508016728913,759.8410428139588,208.1667847181893,228.65909811646563,56.57490160815474,0.21504659239057233,0.027837788517047705,0.7270480618872884,0.20851128425747653,0.25821257014848037,332303.0,367949.0,4,True,,,direct
2026-08-13,inflow,964.7292709442811,986.1185754533547,237.95562255743005,58.166309143505934,762.738787140345,201.99048380393597,232.79427036589755,56.90465874018869,0.20937530340115712,0.022950361247611573,0.7477652524453171,0.20276259627248794,0.24856909628456852,327645.0,354963.0,4,True,,,direct
2026-08-20,inflow,993.2903348867105,1006.9425494816919,241.98599115483026,59.126318356220494,793.205191984465,200.08514290224554,238.70512405677636,58.324678593529164,0.20143671580683023,0.019172359715296763,0.7596810586311756,0.19470268322378365,0.23456044462247927,332295.0,343054.0,4,True,,,direct
