date,indicator
2024-08-22,79.50737020596515
2024-08-29,82.45208762100089
2024-09-05,82.45208762100089
2024-09-12,88.34152245107238
2024-09-19,88.34152245107238
2024-09-26,91.28623986610812
2024-10-03,91.28623986610812
2024-10-10,94.23095728114389
2024-10-17,91.28623986610812
2024-10-24,91.28623986610812
2024-10-31,91.28623986610812
2024-11-07,88.34152245107238
2024-11-14,88.34152245107238
2024-11-21,88.34152245107238
2024-11-28,88.34152245107238
2024-12-05,91.28623986610812
2024-12-12,97.1756746961796
2024-12-19,103.0651095262511
2024-12-26,108.9545443563226
2025-01-02,117.78869660142983
2025-01-09,120.7334140164656
2025-01-16,126.62284884653708
2025-01-23,129.56756626157284
2025-01-30,132.51228367660858
2025-02-06,135.45700109164432
2025-02-13,138.40171850668006
2025-02-20,141.3464359217158
2025-02-27,135.45700109164432
2025-03-06,135.45700109164432
2025-03-13,138.40171850668006
2025-03-20,141.3464359217158
2025-03-27,144.29115333675156
2025-04-03,144.29115333675156
2025-04-10,144.29115333675156
2025-04-17,120.7334140164656
2025-04-24,100.12039211121537
2025-05-01,103.0651095262511
2025-05-08,100.12039211121537
2025-05-15,100.12039211121537
2025-05-22,100.12039211121537
2025-05-29,103.0651095262511
2025-06-05,108.9545443563226
2025-06-12,111.89926177135835
2025-06-19,117.78869660142983
2025-06-26,153.12530558185878
2025-07-03,176.68304490214476
2025-07-10,197.296066807395
2025-07-17,220.8538061276809
2025-07-24,229.6879583727882
2025-07-31,238.52211061789544
2025-08-07,241.4668280329312
2025-08-14,244.4115454479669
2025-08-21,244.4115454479669
2025-08-28,241.4668280329312
2025-09-04,235.5773932028597
2025-09-11,232.63267578782396
2025-09-18,226.74324095775245
2025-09-25,212.0196538825737
2025-10-02,206.1302190525022
2025-10-09,200.24078422243076
2025-10-16,191.40663197732349
2025-10-23,138.40171850668006
2025-10-30,120.7334140164656
2025-11-06,114.8439791863941
2025-11-13,117.78869660142983
2025-11-20,106.00982694128686
2025-11-27,100.12039211121537
2025-12-04,97.1756746961796
2025-12-11,103.0651095262511
2025-12-18,103.0651095262511
2025-12-25,114.8439791863941
2026-01-01,117.78869660142983
2026-01-08,123.67813143150131
2026-01-15,126.62284884653708
2026-01-22,123.67813143150131
2026-01-29,123.67813143150131
2026-02-05,123.67813143150131
2026-02-12,123.67813143150131
2026-02-19,120.7334140164656
2026-02-26,123.67813143150131
2026-03-05,117.78869660142983
2026-03-12,123.67813143150131
2026-03-19,129.56756626157284
2026-03-26,126.62284884653708
2026-04-02,126.62284884653708
2026-04-09,126.62284884653708
2026-04-16,126.62284884653708
2026-04-23,120.7334140164656
2026-04-30,117.78869660142983
2026-05-07,117.78869660142983
2026-05-14,117.78869660142983
2026-05-21,117.78869660142983
2026-05-28,120.7334140164656
2026-06-04,123.67813143150131
2026-06-11,126.62284884653708
2026-06-18,173.73832748710902
2026-06-25,226.74324095775245
2026-07-02,241.4668280329312
2026-07-09,250.3009802780384
2026-07-16,256.1904151081099
2026-07-23,256.1904151081099
2026-07-30,256.1904151081099
2026-08-06,256.1904151081099
2026-08-13,253.24569769307416
2026-08-20,238.52211061789544
