period,omit,MAPE_pct,bias_pct
before_azmoth,none,1.896587137282701,-1.9620173575290445
before_azmoth,azmoth,1.896587137282701,-1.9620173575290445
before_azmoth,other_coin,9.46560512321774,-9.462691874790764
azmoth_before_NEXT,none,8.782662847407863,8.747116304357206
azmoth_before_NEXT,azmoth,3.583036253012218,-3.365424062022504
azmoth_before_NEXT,other_coin,2.1308714184710467,1.7523766580310074
after_NEXT,none,16.286422316085673,15.869795776916384
after_NEXT,azmoth,2.9817067322938575,1.9704954962724064
after_NEXT,other_coin,3.530372450789247,3.2798229545641155
