source,window_start,window_end,plotted_matches,valid_adjacent_changes,smooth_weeks,n,difference_corr,difference_scale,change_rmse
2504,2023-03-30,2025-03-13,80,71,1,71,0.11329790893344766,0.17677942843505756,14.132772100089042
2504,2023-03-30,2025-03-13,80,71,3,69,0.592699897626196,0.6404246204920885,7.890193033426436
2504,2023-03-30,2025-03-13,80,71,5,67,0.759507739235255,0.7964203713898249,5.248434100062753
2510,2025-04-17,2025-10-02,25,24,1,24,0.8720058170582887,0.9110589025004195,10.588363181362604
2510,2025-04-17,2025-10-02,25,24,3,22,0.9607812902969467,0.9084483492430232,4.03180813103857
2510,2025-04-17,2025-10-02,25,24,5,20,0.990342381260068,0.9031835821877261,1.6619020104814493
2609,2025-08-21,2026-08-20,53,52,1,52,0.5279799484699742,0.4199836298953132,16.09168895127314
2609,2025-08-21,2026-08-20,53,52,3,50,0.7624800803483226,0.38994207634069183,6.555052812224721
2609,2025-08-21,2026-08-20,53,52,5,48,0.9587375296687717,0.3977803332694326,2.1356971358612125
