date,total_px,top_y,boss_y,field_y,azmoth_y,other_coin_y,etc_y,azmoth_active,other_coin_active,contains_month_1_or_2,month,target_negative_y,source_sum,boss_source,ratio,source_sum_prediction,ratio_free_origin_prediction,ratio_positive_origin_prediction,source_zero_y
2023-07-27,213,551,607.4471070148492,686.5528929851508,710.0,705.0,820.0,False,False,True,6.838709677419355,-654.0,358.0,216.55289298515083,1.6531757902885569,-662.3345437816225,-652.550136534113,-646.2272800351369,824.0
2023-08-03,215,549,600.9589349718377,687.9178699436754,710.0,705.0,820.0,False,False,False,7.064516129032258,-652.401920122888,363.12319508448684,223.04106502816228,1.628055331598408,-660.7488114692399,-650.9321830210783,-646.2481516040787,824.0
2023-08-10,220,544,599.0,682.0,710.0,705.0,820.5292370711727,False,False,False,7.290322580645161,-650.0,370.4707629288273,225.0,1.6465367241281212,-658.4745908791485,-648.597907393056,-642.5097774146151,824.0
2023-08-17,211,553,603.0174091141832,689.0174091141832,710.0,705.0,821.0,False,False,False,7.516129032258064,-654.0,358.9651817716335,220.98259088581676,1.6244048019018535,-662.0358005369554,-653.0031738992257,-648.687106870563,824.0
2023-08-24,211,553,602.4944188428059,691.5055811571941,710.0,705.0,821.0,False,False,False,7.741935483870968,-654.0,357.0,221.50558115719411,1.611697538883459,-662.6440639709248,-652.7206640008139,-649.2637691258816,824.0
2023-08-31,209,555,599.0062467997949,693.0,710.0,705.0,821.0,False,False,True,7.967741935483871,-654.0,358.9937532002051,224.9937532002051,1.5955720907538415,-662.0269571029753,-653.4167654496893,-651.1095180105496,824.0
2023-09-07,200,564,603.5530158730161,700.7650793650804,710.0,705.0,822.0,False,False,False,8.2,-659.1171428571427,345.6819047619035,220.44698412698392,1.568095413647304,-666.1472429515612,-657.4517370058109,-657.2637707809725,824.0
2023-09-14,197,567,606.1241269841267,705.0,710.0,705.0,822.8758730158733,False,False,False,8.433333333333334,-661.0,338.0,217.87587301587325,1.5513420339817763,-668.5249475676674,-658.5564264306709,-659.5843485777949,824.0
2023-09-21,199,565,600.2190476190457,708.3904761904772,710.0,705.0,822.0,False,False,False,8.666666666666666,-659.8269841269843,341.3904761904771,223.78095238095432,1.5255564540153972,-667.4755267353662,-656.8555274973619,-659.563408799163,824.0
2023-09-28,208,556,589.5326984126986,705.7336507936507,710.0,705.0,822.0,False,False,True,8.9,-655.0,354.7336507936508,234.46730158730145,1.5129344193931,-663.3455448062989,-652.0249240947672,-655.3301009369613,824.0
2023-10-05,192,572,601.7403993855596,714.9503328212996,710.0,705.0,822.0,False,False,False,9.129032258064516,-662.8322580645158,333.30926779314075,222.2596006144404,1.4996394615652224,-669.9768238883006,-659.645748289646,-664.2954387909695,824.0
2023-10-12,191,573,607.5564772145414,712.7217613927294,710.0,705.0,822.2782386072706,False,False,False,9.35483870967742,-664.8763440860214,329.44352278545864,216.44352278545864,1.5220761450644422,-671.1733500148725,-660.7884599157059,-663.9573902516306,824.0
2023-10-19,191,573,608.2335893497182,712.0,710.0,705.0,822.0,False,False,False,9.580645161290322,-664.0,329.76641065028184,215.76641065028184,1.5283491515496974,-671.0734097018292,-660.9693842893524,-663.7165136693127,824.0
2023-10-26,194,570,602.7454173067076,712.0,710.0,705.0,823.0,False,False,True,9.806451612903226,-662.2129032258064,334.2545826932924,221.25458269329238,1.5107238847867974,-669.6842298414555,-658.9632551468253,-662.8112098966221,824.0
