date,season,weight_status,P_total,A_accounts,C_accounts,M_boss,C_boss,residual_C_to_M_productivity_assumed,main_residual,main_total,challenger_total,q_main,q_main_sep2025_100,own_scenario_baseline
2024-10-31,0,outside_season,222.6577867661019,280766.0,0.0,164.90417524200177,0.0,0.0,57.75361152410014,222.6577867661019,0.0,0.0007930368590431245,56.90161390535741,0.001393698358647888
2024-11-07,0,outside_season,216.78955217775746,268656.0,0.0,164.90417524200177,0.0,0.0,51.88537693575569,216.78955217775746,0.0,0.0008069410405044274,57.89926030244381,0.001393698358647888
2024-11-14,0,outside_season,215.22516153357844,259181.0,0.0,164.90417524200177,0.0,0.0,50.32098629157667,215.22516153357844,0.0,0.0008304048581245478,59.582825291562685,0.001393698358647888
2024-11-21,0,outside_season,207.792536301055,266794.0,0.0,161.95945782696603,0.0,0.0,45.83307847408898,207.792536301055,0.0,0.0007788501102013351,55.883692864282715,0.001393698358647888
2024-11-28,0,outside_season,220.8845747463416,282394.0,0.0,164.90417524200177,0.0,0.0,55.98039950433983,220.8845747463416,0.0,0.00078218579270927,56.123033212733084,0.001393698358647888
2024-12-05,0,outside_season,230.0904119986253,270955.0,0.0,173.73832748710902,0.0,0.0,56.352084511516296,230.0904119986253,0.0,0.0008491831189630208,60.930194377703465,0.001393698358647888
2024-12-12,0,outside_season,249.55909486575072,353878.0,0.0,182.57247973221627,0.0,0.0,66.98661513353446,249.55909486575072,0.0,0.0007052122337804292,50.600062015183745,0.001393698358647888
2024-12-19,1,valid,281.42747455896165,377665.0,173213.0,182.57247973221624,35.33660898042894,0.0,63.51838584631644,246.09086557853269,35.33660898042896,0.0006516115223241039,46.75412855879891,0.001393698358647888
2024-12-26,1,valid,317.4237584807757,385974.0,340543.0,182.57247973221627,53.00491347064342,0.0,81.846365277916,264.41884501013226,53.00491347064343,0.0006850690590820425,49.1547582610824,0.001393698358647888
2025-01-02,1,valid,322.0391789880691,361956.0,351168.0,181.2091798553808,63.2023655925861,0.0,77.62763354010224,258.83681339548303,63.20236559258609,0.0007151057404642637,51.30993633070154,0.001393698358647888
2025-01-09,1,valid,317.0601192892926,342976.0,330152.0,181.8753034250811,62.5362420228858,0.0,72.64857384132569,254.5238772664068,62.53624202288577,0.0007421040459577545,53.24710625889773,0.001393698358647888
2025-01-16,1,valid,319.2819147889066,338246.0,307111.0,181.4257285194338,68.87525175860466,0.0,68.98093451086814,250.40666303030193,68.87525175860466,0.0007403093104731525,53.11833122852866,0.001393698358647888
2025-01-23,1,valid,319.2819147889066,326928.0,277133.0,182.1314205557141,65.22484230728855,0.0,71.92565192590396,254.05707248161806,65.22484230728853,0.0007771040488475079,55.75841027763167,0.001393698358647888
2025-01-30,1,valid,334.5827330767191,320285.0,257133.0,184.26014831107523,68.98554938199892,0.0,81.33703538364497,265.59718369472023,68.98554938199885,0.0008292526459082387,59.50015229355278,0.001393698358647888
2025-02-06,1,valid,325.9245075774975,315231.0,237813.0,185.33524413326631,67.91045355980783,0.0,72.67880988442337,258.01405401768966,67.91045355980782,0.0008184920075046226,58.728059943953134,0.001393698358647888
2025-02-13,1,valid,326.38083031711204,313952.0,216696.0,184.7526349757307,68.49306271734343,0.0,73.13513262403794,257.8877675997686,68.49306271734343,0.0008214241909583904,58.93844861490002,0.001393698358647888
2025-02-20,1,valid,341.57979048647695,324696.0,200373.0,190.20748841980264,71.87236151837877,0.0,79.49994054829557,269.7074289680982,71.87236151837874,0.000830645985685374,59.600126564777945,0.001393698358647888
2025-02-27,1,valid,341.7352688714439,319263.0,222293.0,185.61800570759965,67.62769198547447,0.0,88.4895711783698,274.1075768859695,67.62769198547443,0.0008585635569607799,61.60325522616852,0.001393698358647888
2025-03-06,1,valid,320.6896608582932,309935.0,202226.0,186.9562371216038,60.40002574139886,0.0,73.3333979952906,260.2896351168944,60.40002574139885,0.0008398200755542109,60.25838161773913,0.001393698358647888
2025-03-13,1,valid,317.5858833322376,293566.0,179680.0,188.5291522519176,58.827110611085054,0.0,70.22962046923496,258.7587727211526,58.827110611085004,0.0008814330430674962,63.24417601543481,0.001393698358647888
2025-03-20,1,valid,320.86891157434496,289339.0,163262.0,191.0636965236355,59.23728375440295,0.0,70.56793129630651,261.631627819942,59.23728375440294,0.000904239068428183,64.8805433986046,0.001393698358647888
2025-03-27,1,valid,326.71454002143,286159.0,140011.0,195.4148909620656,54.88608931597291,0.0,76.41355974339157,271.82845070545716,54.88608931597287,0.0009499210253930757,68.15829404539532,0.001393698358647888
2025-04-03,1,valid,326.71454002143,279071.0,126230.0,197.07987814970784,50.27638471329481,0.0,79.3582771584274,276.43815530813526,50.27638471329476,0.0009905656815223914,71.07461061254314,0.001393698358647888
2025-04-10,1,valid,330.76355110048036,274058.0,110998.0,207.6567410839969,39.69952177900574,0.0,83.40728823747773,291.06402932147466,39.69952177900569,0.0010620526652076372,76.20391160092916,0.001393698358647888
2025-04-17,1,valid,361.98826765390567,295193.0,100353.0,202.78195667441736,15.127132038227806,0.0,144.07917894126047,346.8611356156778,15.127132038227842,0.0011750317101546371,84.31033177757398,0.001393698358647888
2025-04-24,1,valid,348.031911270665,303741.0,75810.0,189.4755300060693,4.875819386289932,0.0,153.68056187830572,343.15609188437503,4.8758193862899475,0.0011297654642750733,81.0624090402982,0.001393698358647888
2025-05-01,1,valid,365.18841393893723,293825.0,65100.0,193.17429831731232,4.121768490082676,0.0,167.89234713154224,361.06664544885456,4.1217684900826725,0.0012288492995791867,88.17182656162188,0.001393698358647888
2025-05-08,1,valid,333.7660741167058,289371.0,55532.0,187.42855503709447,3.978076940229019,0.0,142.3594421393823,329.7879971764768,3.978076940229016,0.0011396718993142948,81.77321098519195,0.001393698358647888
2025-05-15,1,valid,328.4244796497825,273292.0,45589.0,183.11107474904068,8.295557228282794,0.0,137.017847672459,320.1289224214997,8.295557228282803,0.0011713805103021665,84.04835257455527,0.001393698358647888
2025-05-22,0,season_end_boundary,326.9885590621799,277449.0,,,,0.0,,,,,,0.001393698358647888
2025-05-29,0,outside_season,357.8356270811063,293845.0,0.0,194.35134939235925,0.0,0.0,163.48427768874703,357.8356270811063,0.0,0.001217770004870276,87.3768701321934,0.001393698358647888
2025-06-05,0,outside_season,379.89398765459913,316173.0,0.0,206.1302190525022,0.0,0.0,173.76376860209692,379.89398765459913,0.0,0.0012015383592356055,86.21222460226554,0.001393698358647888
2025-06-12,0,outside_season,372.5412007967682,425334.0,0.0,223.7985235427167,0.0,0.0,148.74267725405147,372.5412007967682,0.0,0.0008758791932852022,62.845678754687356,0.001393698358647888
2025-06-19,2,missing_challenger_count,535.5536525438972,485195.0,,217.9090887126452,55.94963088567919,0.0,,,,,,0.001393698358647888
2025-06-26,2,valid,605.8579659950155,503920.0,650456.0,223.79852354271677,103.06510952625108,0.0,278.9943329260477,502.7928564687645,103.06510952625104,0.0009977632490648606,71.59104714974707,0.001393698358647888
2025-07-03,2,valid,602.928522342138,428441.0,619598.0,219.76858706780507,121.81863307634148,0.0,261.3413021979914,481.1098892657965,121.81863307634148,0.0011229314871027667,80.5720606711621,0.001393698358647888
2025-07-10,2,valid,601.0859960296799,407155.0,563148.0,226.2639809666977,135.9362610826991,0.0,238.88575398028306,465.14973494698074,135.93626108269916,0.0011424389604621846,81.97175187682178,0.001393698358647888
2025-07-17,2,valid,641.9197524352288,385353.0,531711.0,212.601300151576,173.15668121810674,0.0,256.1617710655461,468.76307121712205,173.15668121810677,0.0012164510752923218,87.28223490716279,0.001393698358647888
