date,extra_boss_C_share_assumed,nonboss_C_to_M_ratio_assumed,three_component_feasible,q_main_three_component
2026-04-23,0.0,0.0,True,0.0017250531827090669
2026-04-30,0.0,0.0,True,0.0019261180673385554
2026-05-07,0.0,0.0,True,0.00180744917565155
2026-05-14,0.0,0.0,False,
2026-05-21,0.0,0.0,False,
2026-05-28,0.0,0.0,True,0.001994984392142432
2026-06-04,0.0,0.0,True,0.0019175798502312495
2026-06-11,0.0,0.0,False,
2026-06-18,0.5,0.0,True,
2026-06-25,0.5,0.0,True,0.0018662572665101057
2026-07-02,0.5,0.0,True,0.0019687172710136968
2026-07-09,0.5,0.0,True,0.0020266269707852063
2026-07-16,0.5,0.0,True,0.0020890728314449606
2026-07-23,0.5,0.0,True,0.0022590672108995452
2026-07-30,0.5,0.0,True,0.002569114738094209
2026-08-06,0.5,0.0,True,0.002409150401870596
2026-08-13,0.5,0.0,True,0.002434280759958887
2026-08-20,0.5,0.0,True,0.002447492952386813
2025-08-21,0.5,0.5,False,
2025-08-28,0.5,0.5,True,0.001157586025117379
2025-09-04,0.5,0.5,True,0.0011527251617366218
2025-09-11,0.5,0.5,False,
2025-09-18,0.5,0.5,False,
2025-09-25,0.5,0.5,False,
2025-10-02,0.5,0.5,True,0.0013529901853725223
2025-10-09,0.5,0.5,False,
2025-10-16,0.5,0.5,False,
2025-10-23,0.5,0.5,False,
2025-10-30,0.5,0.5,True,0.0013942153399890294
2025-11-06,0.5,0.5,False,
2025-11-13,0.5,0.5,False,
2025-11-20,0.5,0.5,False,
2025-11-27,0.0,0.5,False,
2025-12-04,0.0,0.5,True,0.0014520917184432716
2025-12-11,0.0,0.5,False,
2025-12-18,0.5,0.5,False,
2025-12-25,0.5,0.5,True,0.0013293427308091294
2026-01-01,0.5,0.5,True,0.001512926721819823
2026-01-08,0.5,0.5,True,0.00154866715521863
2026-01-15,0.5,0.5,True,0.0014211801942058439
2026-01-22,0.5,0.5,True,0.0015802113009348994
2026-01-29,0.5,0.5,True,0.0016596222906985817
2026-02-05,0.5,0.5,True,0.0017159941254859137
2026-02-12,0.5,0.5,True,0.0017412209597019537
2026-02-19,0.5,0.5,True,0.0018095829091236244
2026-02-26,0.5,0.5,True,0.0019173785669780886
2026-03-05,0.5,0.5,True,0.0018753945242099266
2026-03-12,0.5,0.5,True,0.0019320547859405588
2026-03-19,0.5,0.5,True,0.0017860795002550575
2026-03-26,0.5,0.5,True,0.0015330832554737311
2026-04-02,0.5,0.5,True,0.0016202084069601782
2026-04-09,0.5,0.5,True,0.0016287632690184686
2026-04-16,0.5,0.5,True,
2026-04-23,0.0,0.5,True,0.0017250531827090669
2026-04-30,0.0,0.5,True,0.0019261180673385554
2026-05-07,0.0,0.5,True,0.00180744917565155
2026-05-14,0.0,0.5,False,
2026-05-21,0.0,0.5,False,
2026-05-28,0.0,0.5,True,0.001994984392142432
2026-06-04,0.0,0.5,True,0.0019175798502312495
2026-06-11,0.0,0.5,False,
2026-06-18,0.5,0.5,True,
2026-06-25,0.5,0.5,True,0.0017050419052312808
2026-07-02,0.5,0.5,True,0.0017802753289674505
2026-07-09,0.5,0.5,True,0.001818822147276883
2026-07-16,0.5,0.5,True,0.0018750654709900636
2026-07-23,0.5,0.5,True,0.002025537146697368
2026-07-30,0.5,0.5,True,0.0023672739256940002
2026-08-06,0.5,0.5,True,0.00220249778850584
2026-08-13,0.5,0.5,True,0.0022311398254878092
2026-08-20,0.5,0.5,True,0.0022550222080229476
2025-08-21,0.5,1.0,False,
2025-08-28,0.5,1.0,True,0.0010375523321946266
2025-09-04,0.5,1.0,True,0.0010382918835098313
2025-09-11,0.5,1.0,False,
2025-09-18,0.5,1.0,False,
2025-09-25,0.5,1.0,False,
2025-10-02,0.5,1.0,True,0.001247901940563595
2025-10-09,0.5,1.0,False,
2025-10-16,0.5,1.0,False,
2025-10-23,0.5,1.0,False,
2025-10-30,0.5,1.0,True,0.0013141287964833135
2025-11-06,0.5,1.0,False,
2025-11-13,0.5,1.0,False,
2025-11-20,0.5,1.0,False,
2025-11-27,0.0,1.0,False,
2025-12-04,0.0,1.0,True,0.0014520917184432716
2025-12-11,0.0,1.0,False,
2025-12-18,0.5,1.0,False,
2025-12-25,0.5,1.0,True,0.0012200165687011016
2026-01-01,0.5,1.0,True,0.0013829041860260103
2026-01-08,0.5,1.0,True,0.0014196949213970125
2026-01-15,0.5,1.0,True,0.0013503527394573883
2026-01-22,0.5,1.0,True,0.0014948873523721454
2026-01-29,0.5,1.0,True,0.0015850550710611933
2026-02-05,0.5,1.0,True,0.0016388778539558405
2026-02-12,0.5,1.0,True,0.0016662484786293462
2026-02-19,0.5,1.0,True,0.00173482430083904
2026-02-26,0.5,1.0,True,0.0018473150489475884
2026-03-05,0.5,1.0,True,0.0018086843129892147
2026-03-12,0.5,1.0,True,0.0018617619302601816
2026-03-19,0.5,1.0,True,0.0017254370816314438
2026-03-26,0.5,1.0,True,0.0014817476177416966
2026-04-02,0.5,1.0,True,0.0015731493692665085
2026-04-09,0.5,1.0,True,0.0015829671864243762
2026-04-16,0.5,1.0,True,
2026-04-23,0.0,1.0,True,0.0017250531827090669
2026-04-30,0.0,1.0,True,0.0019261180673385554
2026-05-07,0.0,1.0,True,0.00180744917565155
2026-05-14,0.0,1.0,False,
2026-05-21,0.0,1.0,False,
2026-05-28,0.0,1.0,True,0.001994984392142432
2026-06-04,0.0,1.0,True,0.0019175798502312495
2026-06-11,0.0,1.0,False,
2026-06-18,0.5,1.0,True,
2026-06-25,0.5,1.0,True,0.0016279887623723353
2026-07-02,0.5,1.0,True,0.0016921954587935644
2026-07-09,0.5,1.0,True,0.00172255444552323
2026-07-16,0.5,1.0,True,0.0017747849187093536
2026-07-23,0.5,1.0,True,0.001916299782217641
2026-07-30,0.5,1.0,True,0.0022722500109783315
2026-08-06,0.5,1.0,True,0.002104431259057943
2026-08-13,0.5,1.0,True,0.002133634212493563
2026-08-20,0.5,1.0,True,0.002160319963704246
2025-08-21,0.5,2.0,False,
2025-08-28,0.5,2.0,True,0.0009175313276211405
2025-09-04,0.5,2.0,True,0.0009218943377861316
2025-09-11,0.5,2.0,False,
2025-09-18,0.5,2.0,False,
2025-09-25,0.5,2.0,False,
2025-10-02,0.5,2.0,True,0.0011286324113985071
2025-10-09,0.5,2.0,False,
2025-10-16,0.5,2.0,False,
2025-10-23,0.5,2.0,False,
2025-10-30,0.5,2.0,True,0.0012135067230918787
2025-11-06,0.5,2.0,False,
2025-11-13,0.5,2.0,False,
2025-11-20,0.5,2.0,False,
2025-11-27,0.0,2.0,False,
2025-12-04,0.0,2.0,True,0.0014520917184432716
2025-12-11,0.0,2.0,False,
2025-12-18,0.5,2.0,False,
2025-12-25,0.5,2.0,True,0.0011045225140584208
2026-01-01,0.5,2.0,True,0.001248594618136597
2026-01-08,0.5,2.0,True,0.0012844418713804271
2026-01-15,0.5,2.0,True,0.0012748084491349173
2026-01-22,0.5,2.0,True,0.00140274321163385
2026-01-29,0.5,2.0,True,0.0015022054320636556
2026-02-05,0.5,2.0,True,0.001551934697942723
2026-02-12,0.5,2.0,True,0.0015801217656338455
2026-02-19,0.5,2.0,True,0.0016468217105765294
2026-02-26,0.5,2.0,True,0.0017641170045185168
2026-03-05,0.5,2.0,True,0.0017282754839999357
2026-03-12,0.5,2.0,True,0.0017759982555304742
2026-03-19,0.5,2.0,True,0.001649374684717695
2026-03-26,0.5,2.0,True,0.0014164703585733771
2026-04-02,0.5,2.0,True,0.0015107571152737304
2026-04-09,0.5,2.0,True,0.0015210926652534727
2026-04-16,0.5,2.0,True,
2026-04-23,0.0,2.0,True,0.0017250531827090669
2026-04-30,0.0,2.0,True,0.0019261180673385554
2026-05-07,0.0,2.0,True,0.00180744917565155
2026-05-14,0.0,2.0,False,
2026-05-21,0.0,2.0,False,
2026-05-28,0.0,2.0,True,0.001994984392142432
2026-06-04,0.0,2.0,True,0.0019175798502312495
2026-06-11,0.0,2.0,False,
2026-06-18,0.5,2.0,True,
2026-06-25,0.5,2.0,True,0.0015531680020133079
2026-07-02,0.5,2.0,True,0.0016078614324407962
2026-07-09,0.5,2.0,True,0.0016308898095190468
2026-07-16,0.5,2.0,True,0.0016786186703254453
2026-07-23,0.5,2.0,True,0.0018116585622795188
2026-07-30,0.5,2.0,True,0.0021808567050932977
2026-08-06,0.5,2.0,True,0.0020096372218738616
2026-08-13,0.5,2.0,True,0.002038695805344292
2026-08-20,0.5,2.0,True,0.002066618208825015
2025-08-21,1.0,0.0,False,
2025-08-28,1.0,0.0,True,0.0013817517214482842
2025-09-04,1.0,0.0,True,0.001368383670100881
2025-09-11,1.0,0.0,False,
2025-09-18,1.0,0.0,False,
2025-09-25,1.0,0.0,False,
2025-10-02,1.0,0.0,True,0.001515464112117546
2025-10-09,1.0,0.0,False,
2025-10-16,1.0,0.0,False,
2025-10-23,1.0,0.0,False,
2025-10-30,1.0,0.0,True,0.0014800467173674266
2025-11-06,1.0,0.0,False,
2025-11-13,1.0,0.0,False,
2025-11-20,1.0,0.0,False,
2025-11-27,0.0,0.0,False,
2025-12-04,0.0,0.0,True,0.0014520917184432716
2025-12-11,0.0,0.0,False,
2025-12-18,1.0,0.0,False,
2025-12-25,1.0,0.0,True,0.001522764713375525
2026-01-01,1.0,0.0,True,0.0017271854119656745
2026-01-08,1.0,0.0,True,0.0017893395513532916
2026-01-15,1.0,0.0,True,0.0015337599382389273
2026-01-22,1.0,0.0,True,0.0017156214581095382
2026-01-29,1.0,0.0,True,0.001722077232707723
2026-02-05,1.0,0.0,True,0.001810248268242449
2026-02-12,1.0,0.0,True,0.0018459816214300496
2026-02-19,1.0,0.0,True,0.00190693771503649
2026-02-26,1.0,0.0,True,0.0019158599480811915
2026-03-05,1.0,0.0,True,0.0019348999931917015
2026-03-12,1.0,0.0,True,0.0020129582084024078
2026-03-19,1.0,0.0,True,0.0018591786186903595
2026-03-26,1.0,0.0,True,0.0015822220228557432
2026-04-02,1.0,0.0,True,0.001626382455468136
2026-04-09,1.0,0.0,True,0.001673596806643731
2026-04-16,1.0,0.0,True,
2026-04-23,0.0,0.0,True,0.0017250531827090669
2026-04-30,0.0,0.0,True,0.0019261180673385554
2026-05-07,0.0,0.0,True,0.00180744917565155
2026-05-14,0.0,0.0,False,
2026-05-21,0.0,0.0,False,
2026-05-28,0.0,0.0,True,0.001994984392142432
2026-06-04,0.0,0.0,True,0.0019175798502312495
2026-06-11,0.0,0.0,False,
2026-06-18,1.0,0.0,True,
2026-06-25,1.0,0.0,True,0.0016407145314347464
2026-07-02,1.0,0.0,True,0.001829436051576097
2026-07-09,1.0,0.0,True,0.0019586223100207987
2026-07-16,1.0,0.0,True,0.002030971787243373
2026-07-23,1.0,0.0,True,0.0021719284076075545
2026-07-30,1.0,0.0,True,0.002181531110811626
2026-08-06,1.0,0.0,True,0.0022631766454302145
2026-08-13,1.0,0.0,True,0.0023266756116466975
2026-08-20,1.0,0.0,True,0.0023702368961013415
2025-08-21,1.0,0.5,False,
2025-08-28,1.0,0.5,True,0.0011416462625058294
2025-09-04,1.0,0.5,True,0.0011452143287254437
2025-09-11,1.0,0.5,False,
2025-09-18,1.0,0.5,False,
2025-09-25,1.0,0.5,False,
2025-10-02,1.0,0.5,True,0.0013387895452561507
2025-10-09,1.0,0.5,False,
2025-10-16,1.0,0.5,False,
2025-10-23,1.0,0.5,False,
2025-10-30,1.0,0.5,True,0.0013605962815917605
2025-11-06,1.0,0.5,False,
2025-11-13,1.0,0.5,False,
2025-11-20,1.0,0.5,False,
2025-11-27,0.0,0.5,False,
2025-12-04,0.0,0.5,True,0.0014520917184432716
2025-12-11,0.0,0.5,False,
2025-12-18,1.0,0.5,False,
2025-12-25,1.0,0.5,True,0.00132073990585026
2026-01-01,1.0,0.5,True,0.0014792058048445605
2026-01-08,1.0,0.5,True,0.0015485651981830971
2026-01-15,1.0,0.5,True,0.0014045923239715413
2026-01-22,1.0,0.5,True,0.0015626140292994382
2026-01-29,1.0,0.5,True,0.001593273629628915
2026-02-05,1.0,0.5,True,0.0016795089268448304
2026-02-12,1.0,0.5,True,0.0017218256905001481
2026-02-19,1.0,0.5,True,0.0017867578371714276
2026-02-26,1.0,0.5,True,0.0018043914784606602
2026-03-05,1.0,0.5,True,0.0018306113041971865
2026-03-12,1.0,0.5,True,0.0019045993006763528
2026-03-19,1.0,0.5,True,0.00176855886124304
2026-03-26,1.0,0.5,True,0.001506654211439185
2026-04-02,1.0,0.5,True,0.0015601149572883146
2026-04-09,1.0,0.5,True,0.0016103420966373906
2026-04-16,1.0,0.5,True,
2026-04-23,0.0,0.5,True,0.0017250531827090669
2026-04-30,0.0,0.5,True,0.0019261180673385554
2026-05-07,0.0,0.5,True,0.00180744917565155
2026-05-14,0.0,0.5,False,
2026-05-21,0.0,0.5,False,
2026-05-28,0.0,0.5,True,0.001994984392142432
2026-06-04,0.0,0.5,True,0.0019175798502312495
2026-06-11,0.0,0.5,False,
2026-06-18,1.0,0.5,True,
2026-06-25,1.0,0.5,True,0.0014794991701559215
2026-07-02,1.0,0.5,True,0.001640994109529851
2026-07-09,1.0,0.5,True,0.0017508174865124753
2026-07-16,1.0,0.5,True,0.0018169644267884758
2026-07-23,1.0,0.5,True,0.0019383983434053766
2026-07-30,1.0,0.5,True,0.001979690298411417
2026-08-06,1.0,0.5,True,0.002056524032065458
2026-08-13,1.0,0.5,True,0.0021235346771756197
2026-08-20,1.0,0.5,True,0.002177766151737476
2025-08-21,1.0,1.0,False,
2025-08-28,1.0,1.0,True,0.0010216125695830772
2025-09-04,1.0,1.0,True,0.001030781050498653
2025-09-11,1.0,1.0,False,
2025-09-18,1.0,1.0,False,
2025-09-25,1.0,1.0,False,
2025-10-02,1.0,1.0,True,0.0012337013004472235
2025-10-09,1.0,1.0,False,
2025-10-16,1.0,1.0,False,
2025-10-23,1.0,1.0,False,
2025-10-30,1.0,1.0,True,0.0012805097380860447
2025-11-06,1.0,1.0,False,
2025-11-13,1.0,1.0,False,
2025-11-20,1.0,1.0,False,
2025-11-27,0.0,1.0,False,
2025-12-04,0.0,1.0,True,0.0014520917184432716
2025-12-11,0.0,1.0,False,
2025-12-18,1.0,1.0,False,
2025-12-25,1.0,1.0,True,0.0012114137437422322
2026-01-01,1.0,1.0,True,0.0013491832690507477
2026-01-08,1.0,1.0,True,0.0014195929643614803
2026-01-15,1.0,1.0,True,0.0013337648692230857
2026-01-22,1.0,1.0,True,0.0014772900807366843
2026-01-29,1.0,1.0,True,0.001518706409991527
2026-02-05,1.0,1.0,True,0.0016023926553147571
2026-02-12,1.0,1.0,True,0.0016468532094275406
2026-02-19,1.0,1.0,True,0.0017119992288868431
2026-02-26,1.0,1.0,True,0.00173432796043016
2026-03-05,1.0,1.0,True,0.0017639010929764746
2026-03-12,1.0,1.0,True,0.0018343064449959754
2026-03-19,1.0,1.0,True,0.0017079164426194262
2026-03-26,1.0,1.0,True,0.0014553185737071507
2026-04-02,1.0,1.0,True,0.0015130559195946451
2026-04-09,1.0,1.0,True,0.0015645460140432982
2026-04-16,1.0,1.0,True,
2026-04-23,0.0,1.0,True,0.0017250531827090669
2026-04-30,0.0,1.0,True,0.0019261180673385554
2026-05-07,0.0,1.0,True,0.00180744917565155
2026-05-14,0.0,1.0,False,
2026-05-21,0.0,1.0,False,
2026-05-28,0.0,1.0,True,0.001994984392142432
2026-06-04,0.0,1.0,True,0.0019175798502312495
2026-06-11,0.0,1.0,False,
2026-06-18,1.0,1.0,True,
2026-06-25,1.0,1.0,True,0.0014024460272969758
2026-07-02,1.0,1.0,True,0.0015529142393559646
2026-07-09,1.0,1.0,True,0.0016545497847588221
2026-07-16,1.0,1.0,True,0.001716683874507766
2026-07-23,1.0,1.0,True,0.00182916097892565
2026-07-30,1.0,1.0,True,0.0018846663836957485
2026-08-06,1.0,1.0,True,0.0019584575026175615
