date,season,stage,weight_status,A_accounts,C_accounts,M_boss,C_boss,B_total,bM_per_account,bC_per_account,w,E_main_equivalent_accounts,C_weighted_contribution,w_scenario_min,w_scenario_max,w_assumption_only_lower,w_assumption_only_upper,w_assumption_upper_unbounded,identity_relative_error,main_productivity_index,challenger_productivity_index,P_total,residual_outside_weekly_boss,q_main_lower_fixed_boss,q_main_upper_fixed_boss
2025-02-13,1,post_leap,valid,313952.0,216696.0,184.7526349757307,68.49306271734343,253.2456976930741,0.0005884741456519,0.0003160790356875,0.5371162658936074,430342.9463540812,116390.94635408114,0.5285193735696265,0.5458572923602673,0.0,60.85014951821896,False,0.0,83.04399870224093,44.60428248782122,326.38083031711204,73.13513262403794,0.0005884741456519809,0.0008214241909583904
2025-02-20,1,post_leap,valid,324696.0,200373.0,190.20748841980264,71.87236151837877,262.0798499381814,0.0005858017604768,0.0003586928454351,0.6123109721335687,447386.5864193196,122690.58641931956,0.577778904017159,0.6238921107648571,0.0,70.48991630608897,False,0.0,82.66687839431867,50.61783667287276,341.57979048647695,79.49994054829557,0.000585801760476885,0.000830645985685374
2025-02-27,1,post_leap,valid,319263.0,222293.0,185.61800570759965,67.62769198547447,253.2456976930741,0.0005813952938724,0.0003042277174066,0.5232717234092111,435582.64121180377,116319.64121180376,0.5223071594304605,0.5487464662856903,0.0,60.32149460396853,False,0.0,82.04504885484957,42.93185411147006,341.7352688714439,88.4895711783698,0.0005813952938724489,0.0008585635569607799
2025-03-06,1,post_leap,valid,309935.0,202226.0,186.9562371216038,60.40002574139886,247.35626286300263,0.0006032111156261,0.0002986758663149,0.4951431738867323,410065.8234824183,100130.82348241832,0.4864567190377594,0.529964220907362,0.0,62.83729589666999,False,0.0,85.12364302384059,42.14839077962563,320.6896608582932,73.3333979952906,0.000603211115626192,0.0008398200755542109
2025-03-13,1,post_leap,valid,293566.0,179680.0,188.5291522519176,58.827110611085054,247.35626286300263,0.0006422036347939,0.0003273993244161,0.5098060905886217,385167.9583569635,91601.95835696354,0.4837180805686193,0.5478112524154181,0.0,66.98689893143359,False,0.0,90.62616974500344,46.20177330272104,317.5858833322376,70.22962046923496,0.0006422036347939394,0.0008814330430674962
2025-03-20,1,post_leap,valid,289339.0,163262.0,191.0636965236355,59.23728375440295,250.30098027803845,0.0006603454650898,0.0003628357104188,0.5494634696544455,379045.5049827241,89706.50498272407,0.5011303371800351,0.6002546321392918,0.0,73.54784640638928,False,0.0,93.18629943410257,51.20246741132008,320.86891157434496,70.56793129630651,0.0006603454650898618,0.000904239068428183
2025-03-27,1,post_leap,valid,286159.0,140011.0,195.4148909620656,54.88608931597291,250.30098027803845,0.0006828892013253,0.0003920126941166,0.5740502168666167,366532.3449137119,80373.34491371187,0.5011931851173365,0.6451313333232238,0.0,84.81903921834662,False,1.5876692300614223e-16,96.36761507306024,55.31985033160888,326.71454002143,76.41355974339157,0.0006828892013253668,0.0009499210253930757
2025-04-03,1,post_leap,valid,279071.0,126230.0,197.07987814970784,50.27638471329481,247.35626286300263,0.0007061997776541,0.0003982918855525,0.5639932185699524,350263.8639800851,71192.8639800851,0.4728084458084683,0.6471264313230746,0.0,90.64335736354262,False,1.535262693068347e-16,99.65714526685876,56.20595411254898,326.71454002143,79.3582771584274,0.0007061997776541018,0.0009905656815223914
2025-04-10,1,post_leap,valid,274058.0,110998.0,207.6567410839969,39.69952177900574,247.35626286300263,0.0007577109264608,0.000357659793681,0.4720267072716118,326452.0204537344,52394.02045373437,0.3844779584681322,0.56346818867357,0.0,101.23045460278551,False,0.0,106.92626967319264,50.47205499467352,330.76355110048036,83.40728823747773,0.0007577109264608108,0.0010620526652076372
2025-04-17,1,post_leap,valid,295193.0,100353.0,202.78195667441736,15.127132038227806,217.9090887126452,0.0006869470369365,0.0001507392109675,0.2194335266948402,317213.8127044073,22020.812704407297,0.1791647442712493,0.2829842307147149,0.0,40.59333951152433,False,1.5782907767103635e-16,96.94024667925846,21.271940207497455,361.98826765390567,144.07917894126047,0.0006869470369365716,0.0011750317101546371
2025-04-24,1,post_leap,valid,303741.0,75810.0,189.4755300060693,4.875819386289932,194.35134939235925,0.0006238062362541,6.431630901318998e-05,0.1031030234635025,311557.2402087681,7816.240208768126,0.0731013976613955,0.2149944260186762,0.0,48.8806252473289,False,0.0,88.02997490492109,9.076156568113618,348.031911270665,153.68056187830572,0.0006238062362541419,0.0011297654642750733
2025-05-01,1,post_leap,valid,293825.0,65100.0,193.17429831731232,4.121768490082676,197.296066807395,0.0006574467738188,6.331441613030224e-05,0.096303485927138,300094.3569338567,6269.356933856687,0.0217012624452844,0.1515438608393177,0.0,55.96666666666668,False,0.0,92.77724337627932,8.934771951846178,365.18841393893723,167.89234713154224,0.0006574467738188117,0.0012288492995791867
2025-05-08,1,post_leap,valid,289371.0,55532.0,187.42855503709447,3.978076940229019,191.40663197732349,0.0006477102233364,7.163575848572028e-05,0.1105984681185253,295512.75413155794,6141.754131557949,0.0099942592996401,0.1445879515535861,0.0,62.530648995174,False,0.0,91.40324573917842,10.10905895981426,333.7660741167058,142.3594421393823,0.0006477102233364589,0.0011396718993142948
2025-05-15,1,post_leap,valid,273292.0,45589.0,183.11107474904068,8.295557228282794,191.40663197732349,0.0006700198862353,0.0001819640094821,0.2715800131016521,285673.0612172912,12381.06121729122,0.0572389781947492,0.4591370569539149,0.0,71.9363004233478,False,0.0,94.55152953467665,25.678305629808733,328.4244796497825,137.017847672459,0.0006700198862353844,0.0011713805103021665
2025-05-22,0,end_boundary_unresolved,season_end_boundary,277449.0,,,,191.40663197732349,,,,,,,,,,False,,,,326.9885590621799,135.5819270848564,,
2025-05-29,0,outside_season,outside_season,293845.0,0.0,194.35134939235925,0.0,194.35134939235925,0.0006614077128838,,0.0,293845.0,0.0,0.0,0.0,,,False,0.0,93.33620118438064,,357.8356270811063,163.48427768874703,0.001217770004870276,0.001217770004870276
2025-06-05,0,outside_season,outside_season,316173.0,0.0,206.1302190525022,0.0,206.1302190525022,0.0006519538956599,,0.0,316173.0,0.0,0.0,0.0,,,False,0.0,92.00210215713813,,379.89398765459913,173.76376860209692,0.0012015383592356055,0.0012015383592356055
2025-06-12,0,outside_season,outside_season,425334.0,0.0,223.7985235427167,0.0,223.7985235427167,0.0005261712525749,,0.0,425334.0,0.0,0.0,0.0,,,False,0.0,74.25197035220697,,372.5412007967682,148.74267725405147,0.0008758791932852022,0.0008758791932852022
2025-06-19,2,pre_leap,missing_challenger_count,485195.0,,217.9090887126452,55.94963088567919,273.8587195983244,0.0004491165175087,,,,,,,,,False,,63.37819897903593,,535.5536525438972,261.6949329455728,,
2025-06-26,2,pre_leap,valid,503920.0,650456.0,223.79852354271677,103.06510952625108,326.86363306896783,0.0004441151840425,0.0001584505478099,0.3567780465590778,735988.4210526315,232068.42105263151,0.3567780465590778,0.3674953907959872,0.3567780465590777,0.5087700587179345,False,0.0,62.67242331676773,22.36014476407999,605.8579659950155,278.9943329260477,0.00044411518404254,0.0009977632490648606
2025-07-03,2,pre_leap,valid,428441.0,619598.0,219.76858706780507,121.81863307634148,341.58722014414656,0.0005129494774491,0.0001966091450849,0.3832914423904887,665927.6111222621,237486.61112226205,0.378010279783559,0.4085726166011808,0.3780102797835585,0.5425475873066086,False,0.0,72.38614653564885,27.744990514738127,602.928522342138,261.3413021979914,0.0005129494774491823,0.0011229314871027667
2025-07-10,2,pre_leap,valid,407155.0,563148.0,226.2639809666977,135.9362610826991,362.2002420493968,0.0005557195195114,0.0002413863870291,0.4343672996071094,651768.0760391445,244613.07603914448,0.4319210128517829,0.4699605548336092,0.4319210128517806,0.6042970173318877,False,1.9509881053640083e-16,78.42174783395458,34.06384283710454,601.0859960296799,238.88575398028308,0.0005557195195114825,0.0011424389604621846
2025-07-17,2,post_leap,valid,385353.0,531711.0,212.601300151576,173.15668121810674,385.75798136968274,0.0005517053199315,0.0003256593924483,0.5902777817853354,699210.1896308626,313857.1896308625,0.5149895305946637,0.6669939517700393,0.0,9.824272960311143,False,1.9651834653688947e-16,77.85527403528235,45.95623845783588,641.9197524352288,256.1617710655461,0.0005517053199315329,0.0012164510752923218
2025-07-24,2,post_leap,valid,395405.0,503401.0,210.9864694410148,180.6609467587394,391.6474161997542,0.0005335958559983,0.0003588807864083,0.6725704151822739,733977.6195731718,338572.61957317183,0.5841833602286227,0.7512729638340025,0.0,10.821993246382542,False,0.0,75.29971180628753,50.644358432660376,659.2998882521753,267.65247205242105,0.0005335958559983177,0.00121050300702681
2025-07-31,2,post_leap,valid,379237.0,471778.0,215.00124607616448,182.5356049536612,397.5368510298257,0.0005669310907853,0.0003869099554317,0.6824638156565654,701208.4140228231,321971.4140228232,0.6017281745081423,0.7447059476560763,0.0,10.048078757381663,False,0.0,80.00389671372525,54.59976461864269,681.3582488256682,283.8213977958425,0.0005669310907853518,0.0013153322167193786
2025-08-07,2,post_leap,valid,370004.0,439788.0,215.93649550392567,184.5450729409358,400.4815684448615,0.0005836058407582,0.0004196228022159,0.71901748219433,686219.26045928,316215.26045928,0.6446458861361773,0.7656606148573685,0.0,10.600676689677758,False,0.0,82.35699569920006,59.216119688728085,639.6924566312928,239.21088818643125,0.0005836058407582774,0.0012301147654899865
2025-08-14,2,post_leap,valid,368453.0,410441.0,223.0901963322709,183.2808069426621,406.371003274933,0.000605478029307,0.0004465460491097,0.737509913647609,671157.3064674383,302704.3064674383,0.6718671476993433,0.7682288096421765,0.0,9.425852924049966,False,1.790654854522693e-16,85.44354420924063,63.01546091150272,642.1433855839031,235.77238230897007,0.000605478029307051,0.0012453761501229218
2025-08-21,2,post_leap,valid,363337.0,388357.0,227.10249776265715,192.9976655172272,420.1001632798843,0.0006250464383276,0.0004969594098142,0.7950759805045411,672110.3225608021,308773.32256080204,0.7138069874272384,0.8212785025834982,0.0,8.76041170598829,False,0.0,88.20498911777096,70.12966820820414,642.2141650989681,222.1140018190838,0.0006250464383276604,0.0012363632098623067
2025-08-28,2,post_leap,valid,356257.0,356370.0,235.6952181960246,188.34408956912284,424.0393077651474,0.0006615876128638,0.000528507140245,0.7988467891006662,640942.0302318044,284685.0302318044,0.6928778713277819,0.8314187542164765,0.0,7.997463310604143,False,1.6387885011817486e-16,93.36158821932858,74.58160497434922,691.9601166145297,267.92080884938235,0.0006615876128638163,0.0014136312466713832
2025-09-04,2,post_leap,valid,350337.0,332895.0,236.64906152890168,184.44552882120996,421.0945903501116,0.0006754897756414,0.0005540651821781,0.8202421445269734,623391.5087023068,273054.50870230683,0.6861555265608195,0.8502118086252582,0.0,8.353384513134783,False,0.0,95.32342663856076,78.18829188967268,669.1036040626165,248.00901371250484,0.0006754897756414587,0.0013834053361232372
2025-09-11,2,post_leap,valid,344546.0,309117.0,242.0959155211395,176.05395741393647,418.149872935076,0.0007026519405859,0.0005695382570804,0.8105553036763437,595102.4238065203,250556.42380652032,0.6440619196907923,0.8251539664111833,0.0,8.195687945303021,False,0.0,99.15648337872454,80.3718134965204,651.9471013943443,233.79722845926824,0.000702651940585987,0.00138121802017846
2025-09-18,2,post_leap,valid,354888.0,288952.0,249.72055864047977,171.37403170963185,421.0945903501116,0.000703660193189,0.0005930882351035,0.8428617120084345,598434.5774082611,243546.5774082612,0.5523003459889316,0.8526449375728088,0.0,8.015556763388869,False,0.0,99.29876546278878,83.69512745829016,656.3050864938896,235.21049614377796,0.0007036601931890618,0.00136643407155006
2025-09-25,2,post_leap,valid,337959.0,240758.0,254.38697030549008,140.2051633092999,394.59213361479,0.0007527154782251,0.0005823489284231,0.7736640806115639,524224.8167198789,186265.8167198789,0.4875006906563143,0.8170561089982747,0.0,9.04625391471934,False,1.440387774464252e-16,106.22132451992589,82.17962337605101,628.1287404110743,233.53660679628433,0.00075271547822514,0.001443736006739795
2025-10-02,2,post_leap,valid,317938.0,216580.0,260.73312181181484,127.96957697290364,388.7026987847185,0.0008200753663035,0.0005908651628631,0.7205010504418217,473984.1175046897,156046.11750468973,0.4584157043601845,0.7827911621596162,0.0,8.730697299162573,False,0.0,115.7269833487742,83.38141306725501,618.8230520859698,230.12035330125133,0.0008200753663035398,0.001543865392350289
2025-10-09,2,post_leap,valid,310420.0,198964.0,262.75670604858925,123.00127532109347,385.75798136968274,0.0008464554669434,0.0006182086976593,0.7303499378315621,455733.34503071895,145313.34503071892,0.4657751129780537,0.8003152781756017,0.0,9.196860791531712,False,1.280873258932975e-16,119.4496771314883,87.24006426698264,593.4354396926993,207.6774583230166,0.0008464554669434613,0.0015154763364847814
2025-10-16,2,post_leap,valid,302160.0,185308.0,272.307294729034,104.61653439554156,376.9238291245755,0.0009012023256851,0.0005645548729441,0.62644631161483,418245.5131127209,116085.51311272092,0.3581785216467962,0.6942973231808205,0.0,8.805146027154798,False,0.0,127.17541682607084,79.66857079877066,570.5748891782056,193.6510600536301,0.0009012023256851801,0.001542091457448584
2025-10-23,2,post_leap,valid,297683.0,169443.0,267.5689551351708,53.40524310372548,320.9741982388963,0.0008988385468272,0.0003151811706811,0.3506538207486646,357098.83534911595,59415.83534911597,0.1404835165858936,0.4163689021147496,0.0,5.902957808820667,False,1.2062257190822303e-16,126.8418462692975,44.47757802514393,507.75224786541116,186.77804962651487,0.0008988385468272317,0.0015262779693892017
2025-10-30,2,post_leap,valid,305432.0,150125.0,267.11500022604446,33.24617610760164,300.3611763336461,0.0008745481816772,0.0002214566268616,0.2532240435705982,343447.25954103604,38015.25954103605,0.1596164321744015,0.3318713137058821,0.0,6.266315137385512,False,0.0,123.4140507290915,31.25140495904748,505.83647757535863,205.47530124171254,0.0008745481816772456,0.001547284834161964
2025-11-06,2,post_leap,valid,299525.0,134699.0,270.1843104609574,27.23214845765296,297.4164589186104,0.0009020426023235,0.0002021703832816,0.2241250942703505,329714.42607312195,30189.426073121947,0.1603344019157802,0.3105757055672941,0.0,6.414408593062473,False,0.0,127.29399456237552,28.529778531341904,469.6708292755053,172.25437035689492,0.000902042602323537,0.0014771343988576992
2025-11-13,2,post_leap,valid,296153.0,118308.0,275.32206126540274,25.03911506824336,300.3611763336461,0.0009296615643447,0.0002116434650931,0.2276564646859826,323086.5810240692,26933.58102406923,0.1769209413678938,0.3377348095446447,0.0,6.953436979935613,False,0.0,131.1915133628134,29.866596128981943,462.83430793817575,162.47313160452967,0.0009296615643447904,0.0014782737060571138
2025-11-20,0,end_boundary_unresolved,season_end_boundary,326468.0,,,,282.6928718434316,,,,,,,,,,False,,,,437.93631378391717,155.24344194048558,,
2025-11-27,0,outside_season,outside_season,309116.0,0.0,273.8587195983244,0.0,273.8587195983244,0.0008859415869716,,0.0,309116.0,0.0,0.0,0.0,,,False,0.0,125.02185957077518,,441.1097653330759,167.25104573475153,0.001427003989871362,0.001427003989871362
2025-12-04,0,outside_season,outside_season,299044.0,0.0,270.91400218328863,0.0,270.91400218328863,0.0009059335822932,,0.0,299044.0,0.0,0.0,0.0,,,False,0.0,127.84307991801744,,434.2393158501497,163.32531366686106,0.0014520917184432716,0.0014520917184432716
2025-12-11,0,outside_season,outside_season,283675.0,0.0,279.7481544283959,0.0,279.7481544283959,0.000986157237784,,0.0,283675.0,0.0,0.0,0.0,,,False,0.0,139.1640414108821,,437.93631378391717,158.1881593555213,0.0015437959417781517,0.0015437959417781517
2025-12-18,3,pre_leap,missing_challenger_count,320480.0,,282.6928718434315,14.72358707517889,297.4164589186104,0.0008820920863811,,,,,,,,,False,,124.4786276813158,,482.36463547214055,184.94817655353017,,
2025-12-25,3,pre_leap,valid,341835.0,289845.0,288.58230667350296,29.44717415035764,318.0294808238606,0.0008442152110623,0.0001015962812895,0.1203440544048709,376716.1224489798,34881.12244897982,0.1203440544048703,0.1223430885031996,0.1203440544048703,0.4748119964701244,False,0.0,119.13353782807596,14.337012957826724,555.8629432867106,237.83346246284998,0.0008442152110623633,0.0015399703632932643
2026-01-01,3,pre_leap,valid,312624.0,283614.0,291.5270240885388,32.391891565393266,323.91891565393206,0.0009325164545541,0.0001142111869138,0.1224763234537084,347360.00000000006,34736.00000000007,0.1224763234537083,0.1375406600016843,0.1224763234537083,0.472408676178589,False,1.1626627789681946e-16,131.59438832442962,16.11719686911576,593.4354396926993,269.5165240387673,0.000932516454554157,0.0017946272459161998
2026-01-08,3,pre_leap,valid,296529.0,257052.0,294.47174150357444,32.39189156539338,326.86363306896783,0.0009930622013481,0.0001260129917891,0.1268933523178197,329147.1900000002,32618.19000000019,0.1251383619085618,0.1439780375897779,0.126893352317819,0.4880513550685346,False,0.0,140.13845258849082,17.78263803758544,563.0434258242125,236.17979275524465,0.00099306220134818,0.0017895434654243568
2026-01-15,3,post_leap,valid,284602.0,234425.0,310.49004723331734,31.09717291082924,341.58722014414656,0.0010909622814784,0.0001326529717855,0.1215926288540368,313106.3520191076,28504.3520191076,0.11099450916644,0.1636337873680614,0.0,2.809642072548331,False,1.987607071101045e-16,153.95386688893797,18.719655397270436,477.0502009423504,135.46298079820383,0.0010909622814784061,0.0015669356787075324
2026-01-22,3,post_leap,valid,274108.0,217437.0,322.58179703023785,27.839575359015942,350.4213723892538,0.0011768419638618,0.0001280351336663,0.1087955202126096,297764.1715284692,23656.1715284692,0.0979787364946516,0.1605018134516921,0.0,2.687136237647056,False,0.0,166.072992741946,18.06799763862496,507.75224786541116,157.33087547615736,0.0011768419638618277,0.0017508160013804603
2026-01-29,3,post_leap,valid,266223.0,193637.0,329.87713360644966,23.48895619783986,353.3660898042895,0.0012391008049884,0.0001213040699754,0.0978968534982075,285179.45302083244,18956.453020832418,0.0882974253951568,0.1457147452486416,0.0,2.7497120901480603,False,0.0,174.85880459099,17.11812677591585,517.2726025128876,163.9065127085981,0.0012391008049884857,0.001854774554847056
2026-02-05,3,post_leap,valid,257958.0,179372.0,336.2409979413414,20.06980927798387,356.3108072193253,0.0013034718750391,0.000111889309803,0.0858394507358609,273355.1939573928,15397.19395739285,0.0756659827008351,0.1446335215413646,0.0,2.8060827940081454,False,1.6635605159535414e-16,183.9426888996612,15.78953938202427,505.8611297993827,149.5503225800574,0.0013034718750391202,0.0018832186655246155
2026-02-12,3,post_leap,valid,257515.0,168935.0,345.9232658877453,19.221693576687223,365.1449594644325,0.0013433130725889,0.0001137815939662,0.0847022159524975,271824.1688519352,14309.168851935166,0.0728717850851787,0.1462511355179476,0.0,2.771533968148049,False,0.0,189.56497899017785,16.056573787456696,504.57879631625235,139.43383685181988,0.001343313072588957,0.001884772159833661
2026-02-19,3,post_leap,valid,254819.0,154821.0,354.4917289582322,16.542665336271824,371.034394294504,0.0013911510874708,0.0001068502679628,0.0768070908509857,266710.35061264044,11891.350612640455,0.0635583914664496,0.1510193494895876,0.0,2.862424853610748,False,0.0,196.31575992953,15.078442408387712,514.0991509637288,143.06475666922478,0.0013911510874708409,0.0019525878589408835
2026-02-26,3,post_leap,valid,251789.0,148798.0,359.34017811684504,14.638933592694675,373.9791117095397,0.0014271480410853,9.838125238709308e-05,0.0689355620824538,262046.47376674492,10257.473766744964,0.053322818826083,0.1477358969895597,0.0,2.8802606303619385,False,0.0,201.3955599366109,13.883316125140787,553.9292061215394,179.95009441199971,0.0014271480410853732,0.0021418341251160486
2026-03-05,3,post_leap,valid,248384.0,139917.0,362.7250312940273,11.25408041551242,373.9791117095397,0.0014603397613937,8.043397453856514e-05,0.0550789457802603,256090.48085673669,7706.480856736685,0.0366316752475562,0.1485969635019416,0.0,2.9217226403272414,False,0.0,206.07949243998516,11.350641190525511,514.0991509637288,140.12003925418907,0.0014603397613937585,0.0020244664332171813
2026-03-12,3,post_leap,valid,244263.0,132277.0,367.4711391457794,15.34212480886753,382.81326395464697,0.001504407704588,0.0001159848258492,0.0770966709992097,254461.11634976245,10198.11634976246,0.0548109796047278,0.1775713857601358,0.0,3.052546503757653,False,0.0,212.29825029786653,16.367488356922486,520.4460540620464,137.63279010739944,0.001504407704588003,0.0020678691789308198
