date,low_share_2504,low_px_2504,high_px_2504,total_px_2504,low_share_2510,low_px_2510,high_px_2510,total_px_2510,difference_pp,pair,low_share_2609,low_px_2609,high_px_2609,total_px_2609
2025-03-27 00:00:00.000000000,,,,,0.33098591549295775,94.0,190.0,284.0,-1.0190555095277554,2510_2609,0.3411764705882353,85.39680503603664,164.90417524200177,250.30098027803842
2025-04-03 00:00:00.000000000,,,,,0.323943661971831,92.0,192.0,284.0,-0.9389671361502316,2510_2609,0.3333333333333333,82.45208762100089,164.90417524200177,247.35626286300266
2025-04-10 00:00:00.000000000,,,,,0.3167259786476868,89.0,192.0,281.0,-0.470259278088464,2510_2609,0.32142857142857145,79.50737020596515,167.8488926570375,247.35626286300266
2025-04-17 00:00:00.000000000,,,,,0.2633587786259542,69.0,193.0,262.0,-2.042500515782958,2510_2609,0.28378378378378377,61.83906571575066,156.07002299689455,217.9090887126452
2025-04-24 00:00:00.000000000,,,,,0.26905829596412556,60.0,163.0,223.0,-1.882049191466234,2510_2609,0.2878787878787879,55.94963088567918,138.40171850668006,194.35134939235923
2025-05-01 00:00:00.000000000,,,,,0.2564102564102564,60.0,174.0,234.0,-2.717183314198246,2510_2609,0.28358208955223885,55.94963088567918,141.3464359217158,197.29606680739496
2025-05-08 00:00:00.000000000,,,,,0.24778761061946902,56.0,170.0,226.0,-2.9135466303607913,2510_2609,0.27692307692307694,53.00491347064343,138.40171850668006,191.40663197732349
2025-05-15 00:00:00.000000000,,,,,0.242152466367713,54.0,169.0,223.0,-1.9385995170748487,2510_2609,0.2615384615384615,50.06019605560768,141.34643592171582,191.4066319773235
2025-05-22 00:00:00.000000000,,,,,0.23766816143497757,53.0,170.0,223.0,-2.3870300103483983,2510_2609,0.26153846153846155,50.06019605560768,141.3464359217158,191.40663197732349
2025-05-29 00:00:00.000000000,,,,,0.23275862068965517,54.0,178.0,232.0,-2.4817136886102458,2510_2609,0.2575757575757576,50.06019605560768,144.29115333675153,194.35134939235923
2025-06-05 00:00:00.000000000,,,,,0.244,61.0,189.0,250.0,-2.742857142857147,2510_2609,0.27142857142857146,55.94963088567918,150.18058816682304,206.1302190525022
2025-06-12 00:00:00.000000000,,,,,0.2578125,66.0,190.0,256.0,-1.8503289473684181,2510_2609,0.2763157894736842,61.83906571575066,161.95945782696603,223.79852354271668
2025-06-19 00:00:00.000000000,,,,,0.3805031446540881,121.0,197.0,318.0,-2.80990058835463,2510_2609,0.4086021505376344,111.89926177135835,161.95945782696603,273.8587195983244
2025-06-26 00:00:00.000000000,,,,,0.36684782608695654,135.0,233.0,368.0,-1.1530552291421803,2510_2609,0.37837837837837834,123.67813143150131,203.18550163746644,326.8636330689678
2025-07-03 00:00:00.000000000,,,,,0.33078880407124683,130.0,263.0,393.0,-1.403878213564974,2510_2609,0.3448275862068966,117.78869660142983,223.79852354271668,341.5872201441465
2025-07-10 00:00:00.000000000,,,,,0.30392156862745096,124.0,284.0,408.0,-0.5021520803443369,2510_2609,0.3089430894308943,111.89926177135835,250.3009802780384,362.20024204939676
2025-07-17 00:00:00.000000000,,,,,0.26590909090909093,117.0,323.0,440.0,-0.8900069396252652,2510_2609,0.2748091603053436,106.00982694128686,279.7481544283958,385.7579813696827
2025-07-24 00:00:00.000000000,,,,,0.24434389140271492,108.0,334.0,442.0,-0.3776409349164733,2510_2609,0.24812030075187966,97.1756746961796,294.4717415035746,391.6474161997542
2025-07-31 00:00:00.000000000,,,,,0.22417582417582418,102.0,353.0,455.0,-0.5453805453805444,2510_2609,0.22962962962962963,91.28623986610812,306.25061116371756,397.5368510298257
