date,x_pixel,B_existing_weekly,B_digitized_raw,B_digitized_constrained,tier1_raw,tier1,tier2_raw,tier2,tier3_raw,tier3,tier4_raw,tier4,tier5_raw,tier5,tier6_raw,tier6,tier7_raw,tier7,low_px,high_px,total_px,low_share
2024-08-22,141.5,156.4189853098542,161.95945782696603,161.95945782696603,73.61793537589365,73.61793537589365,79.50737020596515,79.50737020596515,5.889434830071492,5.889434830071492,0.0,0.0,0.0,0.0,2.944717415035746,2.944717415035746,0.0,0.0,73.61793537589365,88.34152245107238,161.95945782696603,0.45454545454545453
2024-08-29,147.96153846153845,156.4189853098542,164.90417524200177,164.90417524200177,70.6732179608579,70.6732179608579,82.45208762100089,82.45208762100089,5.889434830071492,5.889434830071492,0.0,0.0,0.0,0.0,5.889434830071492,5.889434830071492,0.0,0.0,70.6732179608579,94.23095728114387,164.90417524200177,0.42857142857142855
2024-09-05,154.42307692307693,158.65362672835002,167.8488926570375,167.8488926570375,73.61793537589365,73.61793537589365,82.45208762100089,82.45208762100089,5.889434830071492,5.889434830071492,0.0,0.0,0.0,0.0,5.889434830071492,5.889434830071492,0.0,0.0,73.61793537589365,94.23095728114387,167.84889265703754,0.43859649122807015
2024-09-12,160.8846153846154,167.59219240233315,176.68304490214476,176.68304490214476,76.56265279092939,76.56265279092939,88.34152245107238,88.34152245107238,5.889434830071492,5.889434830071492,0.0,0.0,0.0,0.0,5.889434830071492,5.889434830071492,0.0,0.0,76.56265279092939,100.12039211121537,176.68304490214476,0.4333333333333333
2024-09-19,167.34615384615384,174.2958455048726,179.6277623171805,179.6277623171805,79.50737020596515,79.50737020596515,88.34152245107238,88.34152245107238,5.889434830071492,5.889434830071492,0.0,0.0,0.0,0.0,5.889434830071492,5.889434830071492,0.0,0.0,79.50737020596515,100.12039211121537,179.6277623171805,0.4426229508196722
2024-09-26,173.80769230769232,176.5307580763163,182.57247973221627,182.57247973221627,79.50737020596515,79.50737020596515,91.28623986610812,91.28623986610812,8.834152245107237,8.834152245107237,0.0,0.0,0.0,0.0,2.944717415035746,2.944717415035746,0.0,0.0,79.50737020596515,103.06510952625109,182.57247973221624,0.435483870967742
2024-10-03,180.2692307692308,178.76539949481204,188.46191456228772,188.46191456228772,82.45208762100089,82.45208762100089,91.28623986610812,91.28623986610812,0.0,0.0,0.0,0.0,2.944717415035746,2.944717415035746,11.778869660142984,11.778869660142984,0.0,0.0,82.45208762100089,106.00982694128685,188.46191456228775,0.4375
2024-10-10,186.73076923076923,177.63590867016657,188.46191456228772,188.46191456228772,79.50737020596515,79.50737020596515,94.23095728114389,94.23095728114389,5.889434830071492,5.889434830071492,0.0,0.0,0.0,0.0,8.834152245107237,8.834152245107237,0.0,0.0,79.50737020596515,108.95454435632261,188.46191456228775,0.421875
2024-10-17,193.19230769230768,167.59219240233318,176.68304490214476,176.68304490214476,70.6732179608579,70.6732179608579,91.28623986610812,91.28623986610812,8.834152245107237,8.834152245107237,0.0,0.0,0.0,0.0,5.889434830071492,5.889434830071492,0.0,0.0,70.6732179608579,106.00982694128685,176.68304490214473,0.4
2024-10-24,199.65384615384616,164.97531002270168,173.73832748710902,173.73832748710902,70.6732179608579,70.6732179608579,91.28623986610812,91.28623986610812,5.889434830071492,5.889434830071492,0.0,0.0,0.0,0.0,5.889434830071492,5.889434830071492,0.0,0.0,70.6732179608579,103.0651095262511,173.73832748710902,0.4067796610169491
2024-10-31,206.1153846153846,156.4189853098542,164.90417524200177,164.90417524200177,61.83906571575066,61.83906571575066,91.28623986610812,91.28623986610812,5.889434830071492,5.889434830071492,0.0,0.0,0.0,0.0,5.889434830071492,5.889434830071492,0.0,0.0,61.83906571575066,103.0651095262511,164.90417524200177,0.37499999999999994
2024-11-07,212.5769230769231,156.7557165921798,164.90417524200177,164.90417524200177,61.83906571575066,61.83906571575066,88.34152245107238,88.34152245107238,5.889434830071492,5.889434830071492,0.0,0.0,0.0,0.0,8.834152245107237,8.834152245107237,0.0,0.0,61.83906571575066,103.0651095262511,164.90417524200177,0.37499999999999994
2024-11-14,219.03846153846155,160.8882681468458,164.90417524200177,164.90417524200177,61.83906571575066,61.83906571575066,88.34152245107238,88.34152245107238,0.0,0.0,0.0,0.0,2.944717415035746,2.944717415035746,11.778869660142984,11.778869660142984,0.0,0.0,61.83906571575066,103.0651095262511,164.90417524200177,0.37499999999999994
2024-11-21,225.5,160.8882681468458,161.95945782696603,161.95945782696603,61.83906571575066,61.83906571575066,88.34152245107238,88.34152245107238,5.889434830071492,5.889434830071492,0.0,0.0,0.0,0.0,5.889434830071492,5.889434830071492,0.0,0.0,61.83906571575066,100.12039211121537,161.95945782696603,0.3818181818181818
2024-11-28,231.96153846153845,172.1107113818798,164.90417524200177,164.90417524200177,61.83906571575066,61.83906571575066,88.34152245107238,88.34152245107238,8.834152245107237,8.834152245107237,0.0,0.0,0.0,0.0,5.889434830071492,5.889434830071492,0.0,0.0,61.83906571575066,103.0651095262511,164.90417524200177,0.37499999999999994
2024-12-05,238.4230769230769,197.6215617982113,173.73832748710902,173.73832748710902,67.72850054582216,67.72850054582216,91.28623986610812,91.28623986610812,0.0,0.0,0.0,0.0,2.944717415035746,2.944717415035746,11.778869660142984,11.778869660142984,0.0,0.0,67.72850054582216,106.00982694128685,173.73832748710902,0.3898305084745763
2024-12-12,244.8846153846154,200.84072213640616,182.57247973221627,182.57247973221627,70.6732179608579,70.6732179608579,97.1756746961796,97.1756746961796,8.834152245107237,8.834152245107237,0.0,0.0,0.0,0.0,5.889434830071492,5.889434830071492,0.0,0.0,70.6732179608579,111.89926177135833,182.5724797322162,0.38709677419354843
2024-12-19,251.34615384615387,214.51712762580863,217.9090887126452,217.9090887126452,100.12039211121537,100.12039211121537,103.0651095262511,103.0651095262511,8.834152245107237,8.834152245107237,0.0,0.0,0.0,0.0,5.889434830071492,5.889434830071492,0.0,0.0,100.12039211121537,117.78869660142983,217.9090887126452,0.4594594594594595
2024-12-26,257.8076923076923,232.39425897377487,235.5773932028597,235.5773932028597,111.89926177135835,111.89926177135835,108.9545443563226,108.9545443563226,8.834152245107237,8.834152245107237,0.0,0.0,0.0,0.0,5.889434830071492,5.889434830071492,0.0,0.0,111.89926177135835,123.67813143150133,235.5773932028597,0.475
2025-01-02,264.2692307692308,241.33197979277932,244.4115454479669,244.4115454479669,111.89926177135835,111.89926177135835,117.78869660142983,117.78869660142983,11.778869660142984,11.778869660142984,2.944717415035746,2.944717415035746,0.0,0.0,0.0,0.0,0.0,0.0,111.89926177135835,132.51228367660855,244.4115454479669,0.4578313253012049
